,ANCSCP,QTEPRD,prixHT,lag1_previous_order,lag3_previous_order,lag6_previous_order,lag9_previous_order,LIBPRD_APG AGILIX PREMIUM GAS.,LIBPRD_APS AGILIX PREMIUM ESS.,LIBPRD_GASOIL,LIBPRD_GASOIL 50,LIBPRD_GAZOIL SANS SOUFRE,LIBPRD_SSP SUPER SANS PLOMB,LIBGVR_ARIANA,LIBGVR_BEJA,LIBGVR_BEN AROUS,LIBGVR_BIZERTE,LIBGVR_GABES,LIBGVR_GAFSA,LIBGVR_JENDOUBA,LIBGVR_KAIROUAN,LIBGVR_KASSERINE,LIBGVR_KEBILI,LIBGVR_LE KEF,LIBGVR_MAHDIA,LIBGVR_MANOUBA,LIBGVR_MEDENINE,LIBGVR_MONASTIR,LIBGVR_NABEUL,LIBGVR_SFAX,LIBGVR_SIDI BOUZID,LIBGVR_SILIANA,LIBGVR_SOUSSE,LIBGVR_TATAOUINE,LIBGVR_TOZEUR,LIBGVR_TUNIS,LIBGVR_ZAGHOUAN,LIBLOC_AGAREB,LIBLOC_AMDOUN,LIBLOC_ARIANA,LIBLOC_AZMOUR,LIBLOC_BALTA,LIBLOC_BARGOU,LIBLOC_BEJA,LIBLOC_BEL OUM,LIBLOC_BEMBLA,LIBLOC_BEN AOUN,LIBLOC_BEN AROUS,LIBLOC_BEN GUERDENE,LIBLOC_BENI-KHALED,LIBLOC_BIR ALI BEN KHELIFA,LIBLOC_BIR EL KASSAA,LIBLOC_BIR LAHMAR,LIBLOC_BIR MCHERGUA,LIBLOC_BIZERTE,LIBLOC_BORJ CEDRIA,LIBLOC_BORJ EL AMRI,LIBLOC_BOUARADA,LIBLOC_BOUARGOUB,LIBLOC_BOUJARBOU,LIBLOC_BOUMHAL,LIBLOC_BOUSALEM,LIBLOC_CABELET OUELED ASKER,LIBLOC_CEBALET B AMMAR,LIBLOC_CHEBBA,LIBLOC_CHERARDA,LIBLOC_CITE ELKHADRA,LIBLOC_DAHMANI,LIBLOC_DAR ALLOUCHE,LIBLOC_DEGACHE,LIBLOC_DENDEN,LIBLOC_DOUALA,LIBLOC_DOUZ,LIBLOC_EL ALA,LIBLOC_EL AMRA,LIBLOC_EL AOUINA,LIBLOC_EL BATEN,LIBLOC_EL BDARNA,LIBLOC_EL FAHS,LIBLOC_EL GUETAR,LIBLOC_EL HAMMA,LIBLOC_EL HAOUARIA,LIBLOC_EL JEM,LIBLOC_EL KANTRA,LIBLOC_EL KSOUR,LIBLOC_EL MOUROUJ,LIBLOC_EL OUERDANINE,LIBLOC_ELFAOUAR,LIBLOC_ENNASR,LIBLOC_ERREGUEB,LIBLOC_ESSAIDA,LIBLOC_EZZOUHOUR,LIBLOC_FERIANA,LIBLOC_FOUCHANA,LIBLOC_FOUSSANA,LIBLOC_GAAFOUR,LIBLOC_GABES,LIBLOC_GAFSA,LIBLOC_GAMMARTH,LIBLOC_GHANNOUCHE,LIBLOC_GHAR EL MELEH,LIBLOC_GHREIBA,LIBLOC_GOUBELLAT,LIBLOC_GROMBALIA,LIBLOC_HAFFOUZ,LIBLOC_HAJEB EL AYOUN,LIBLOC_HAMMAM SOUSSE,LIBLOC_HAMMAM ZRIBA,LIBLOC_HAMMAM-LIF,LIBLOC_HAMMAMET,LIBLOC_HASOUA,LIBLOC_HASSI AMOR,LIBLOC_HENCHA,LIBLOC_HERGLA,LIBLOC_HOUMT SOUK,LIBLOC_I D E N,LIBLOC_JAMMEL,LIBLOC_JBENIANA,LIBLOC_JEBEL JELLOUD,LIBLOC_JELMA,LIBLOC_JENDOUBA,LIBLOC_JERBA,LIBLOC_JORF,LIBLOC_KABARIA,LIBLOC_KAIROUAN,LIBLOC_KALAA KBIRA,LIBLOC_KASSERINE,LIBLOC_KEBILI,LIBLOC_KERKENAH,LIBLOC_KERKER,LIBLOC_KETTANA,LIBLOC_KHETMINE,LIBLOC_KM 102,LIBLOC_KONDAR,LIBLOC_KORBA,LIBLOC_KSAR HELLAL,LIBLOC_KSAR SAID,LIBLOC_KSOUR ESSAF,LIBLOC_LA GOULETTE,LIBLOC_LE BARDO,LIBLOC_LE KEF,LIBLOC_LE SERS,LIBLOC_M'NIHLA,LIBLOC_M'SAKEN,LIBLOC_MAAMOURA,LIBLOC_MAGEL BEL ABBES,LIBLOC_MAHRES,LIBLOC_MAKTHAR,LIBLOC_MARETH,LIBLOC_MATEUR,LIBLOC_MEDENINE,LIBLOC_MEDJEZ EL BAB,LIBLOC_MEKNASSY,LIBLOC_MELLITA KERKENNAH,LIBLOC_MELLOULECH,LIBLOC_MENZEL BOURGUIBA,LIBLOC_MENZEL BOUZAIENE,LIBLOC_MENZEL CHAKER,LIBLOC_MENZEL DAR BEL OUAER,LIBLOC_MENZEL EL HABIB,LIBLOC_MENZEL EL HAYET,LIBLOC_MENZEL HACHED,LIBLOC_MENZEL M'HIRI,LIBLOC_MENZEL SALEM,LIBLOC_MENZEL TEMIME,LIBLOC_METLAOUI,LIBLOC_MOKNINE,LIBLOC_MONASTIR,LIBLOC_MORNAG,LIBLOC_MOULARES,LIBLOC_NABEUL,LIBLOC_NADOUR,LIBLOC_NEFTA,LIBLOC_OUECHTATA,LIBLOC_OUEDHREF,LIBLOC_OUESLATIA,LIBLOC_OULED CHAMEKH,LIBLOC_OULED HAFFOUZ,LIBLOC_OUM ESSOUMAA,LIBLOC_RADES,LIBLOC_RAF RAF,LIBLOC_RAOUED,LIBLOC_RAS DJEBEL,LIBLOC_REJICHE,LIBLOC_REMADA,LIBLOC_ROUHIA,LIBLOC_SBEITLA,LIBLOC_SBIBA,LIBLOC_SEJNENE,LIBLOC_SFAX,LIBLOC_SIDI ALI BEN NASRALL,LIBLOC_SIDI ALOUANE,LIBLOC_SIDI AMOR BOUHAJLA,LIBLOC_SIDI BEN NOUR,LIBLOC_SIDI BOU ALI,LIBLOC_SIDI BOUSAID,LIBLOC_SIDI BOUZID,LIBLOC_SIDI EL HENI,LIBLOC_SIDI IICH,LIBLOC_SIDI KHLIFA,LIBLOC_SIDI SMAIL,LIBLOC_SILIANA,LIBLOC_SKHIRA,LIBLOC_SLOUGUIA,LIBLOC_SMAR,LIBLOC_SOLIMAN,LIBLOC_SOUASSI,LIBLOC_SOUK DJEDID,LIBLOC_SOUK LAHAD,LIBLOC_SOUSSE,LIBLOC_TABARKA,LIBLOC_TATAOUINE,LIBLOC_TEBOULBOU,LIBLOC_THALA,LIBLOC_TOUZA,LIBLOC_TOZEUR,LIBLOC_TOZGRANE,LIBLOC_TUNIS VILLE,LIBLOC_ZAGHOUAN,LIBLOC_ZARZIS,LIBLOC_ZARZOUNA,Year,Month,Day,Weekday,Quarter,month_sin,month_cos,day_sin,day_cos
0,5030,0,1220,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,2,1,4,1,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
