NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,SUM(QTEPRD)
SKHIRA,GASOIL 50,AV DE CARTHAGE,18-Feb,TUNIS,TUNIS VILLE,38457.074,1326.106,29
GOULETTE,GASOIL,MEDJEZ EL BAB,18-Feb,BEJA,MEDJEZ EL BAB,117710.299,1079.911,109
SKHIRA,GASOIL 50,HAMMAM SOUSSE,18-Feb,SOUSSE,HAMMAM SOUSSE,50392.028,1326.106,38
GOULETTE,GASOIL,BALTA,18-Feb,JENDOUBA,BALTA,15118.754,1079.911,14
SKHIRA,GASOIL 50,GAFSA Rte DE TOZ.,18-Feb,GAFSA,GAFSA,25196.014,1326.106,19
SKHIRA,GASOIL,ENNADHOUR,18-Feb,ZAGHOUAN,NADOUR,86392.88,1079.911,80
SKHIRA,SSP SUPER SANS PLOMB,REGUEB,18-Feb,SIDI BOUZID,ERREGUEB,15964.784,1451.344,11
SKHIRA,GASOIL,GRIAAT N. PK29,18-Feb,BEJA,MEDJEZ EL BAB,11879.021,1079.911,11
SKHIRA,SSP SUPER SANS PLOMB,MELLOULECH,18-Feb,MAHDIA,MELLOULECH,36283.6,1451.344,25
GOULETTE,SSP SUPER SANS PLOMB,KAIROUAN,18-Feb,KAIROUAN,KAIROUAN,17416.128,1451.344,12
SKHIRA,GASOIL,SFAX GP1,18-Mar,SFAX,SFAX,248379.53,1079.911,230
SKHIRA,GASOIL 50,BENI KHALLED,18-Feb,NABEUL,BENI-KHALED,11934.954,1326.106,9
BIZERTE CARBURANT,GASOIL 50,GRIAAT N. PK29,18-Mar,BEJA,MEDJEZ EL BAB,86196.89,1326.106,65
BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,18-Mar,ARIANA,RAOUED,92827.42,1326.106,70
BIZERTE CARBURANT,GASOIL 50,SOUSSE MED  ALI,18-Mar,SOUSSE,SOUSSE,37130.968,1326.106,28
BIZERTE CARBURANT,GASOIL 50,EL AOUINA,18-Apr,TUNIS,EL AOUINA,163072.126,1370.354,119
BIZERTE CARBURANT,GASOIL 50,SAHLOUL,18-Aug,SOUSSE,SOUSSE,124995.162,1436.726,87
BIZERTE CARBURANT,GASOIL,BOU SALEM,18-Mar,JENDOUBA,BOUSALEM,37796.885,1079.911,35
SKHIRA,GASOIL,Rte DE L'AEROPORT KM 9 ,18-Mar,SFAX,SFAX,172785.76,1079.911,160
SKHIRA,GASOIL,SIDI BOUZID,18-Mar,SIDI BOUZID,SIDI BOUZID,353130.897,1079.911,327
SKHIRA,GASOIL 50,METLAOUI,18-Mar,GAFSA,METLAOUI,43761.498,1326.106,33
GOULETTE,GASOIL,MORNAG,18-Mar,BEN AROUS,MORNAG,321813.478,1079.911,298
BIZERTE CARBURANT,GASOIL,BORJ EL AMRI,18-Aug,MANOUBA,BORJ EL AMRI,27382.213,1190.531,23
BIZERTE CARBURANT,GASOIL 50,GAMMARTH,18-Aug,TUNIS,GAMMARTH,135052.244,1436.726,94
SKHIRA,GASOIL,MSAKEN,18-Mar,SOUSSE,M'SAKEN,300215.258,1079.911,278
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BEJA,18-Aug,BEJA,BEJA,35796.878,1556.386,23
GOULETTE,GASOIL,AZMOUR,18-Mar,NABEUL,AZMOUR,37796.885,1079.911,35
SKHIRA,GASOIL 50,CHERARDA,18-Mar,KAIROUAN,CHERARDA,35804.862,1326.106,27
SKHIRA,GASOIL,BIR EL KASSA,18-Mar,BEN AROUS,BIR EL KASSAA,34557.152,1079.911,32
GOULETTE,SSP SUPER SANS PLOMB,GAAFOUR,18-May,SILIANA,GAAFOUR,59734.44,1493.361,40
ZARZIS,SSP SUPER SANS PLOMB,REMADA,18-May,TATAOUINE,REMADA,40320.747,1493.361,27
GOULETTE,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,18-Mar,SOUSSE,KALAA KBIRA,213347.568,1451.344,147
SKHIRA,SSP SUPER SANS PLOMB,MOULARES,18-Mar,GAFSA,MOULARES,91434.672,1451.344,63
SKHIRA,GASOIL,REJICHE,18-Mar,MAHDIA,REJICHE,122029.943,1079.911,113
SKHIRA,SSP SUPER SANS PLOMB,M. CHAKER,18-Mar,SFAX,MENZEL CHAKER,34832.256,1451.344,24
SKHIRA,GASOIL,MAKTHAR,18-Feb,SILIANA,MAKTHAR,3239.733,1079.911,3
BIZERTE CARBURANT,GASOIL 50,EL MOUROUJ,18-May,BEN AROUS,BIR EL KASSAA,119220.798,1370.354,87
SKHIRA,GASOIL,KONDAR,18-Mar,SOUSSE,KONDAR,247299.619,1079.911,229
SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,18-Feb,KAIROUAN,SIDI AMOR BOUHAJLA,4354.032,1451.344,3
SKHIRA,GASOIL 50,BIZERTE,18-Feb,BIZERTE,BIZERTE,7956.636,1326.106,6
GOULETTE,SSP SUPER SANS PLOMB,GAAFOUR,18-Mar,SILIANA,GAAFOUR,46443.008,1451.344,32
BIZERTE CARBURANT,GASOIL 50,TOZEUR VILLE,18-Jan,TOZEUR,TOZEUR,6630.53,1326.106,5
SKHIRA,GASOIL 50,GHRAIBA,18-Apr,SFAX,GHREIBA,10962.832,1370.354,8
SKHIRA,SSP SUPER SANS PLOMB,BENI KHALLED,18-Feb,NABEUL,BENI-KHALED,5805.376,1451.344,4
GOULETTE,SSP SUPER SANS PLOMB,HAFFOUZ,18-Mar,KAIROUAN,HAFFOUZ,13062.096,1451.344,9
SKHIRA,SSP SUPER SANS PLOMB,OULED HAFFOUZ,18-Mar,SIDI BOUZID,OULED HAFFOUZ,33380.912,1451.344,23
SKHIRA,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,18-Apr,SOUSSE,KALAA KBIRA,20907.054,1493.361,14
GERANT POIT DE VENTE,GASOIL,KSAR SAID,18-Feb,TUNIS,KSAR SAID,-33297.33,1109.911,-30
SKHIRA,GASOIL,REGUEB,18-Apr,SIDI BOUZID,ERREGUEB,86560.243,1124.159,77
BIZERTE CARBURANT,GASOIL,SORTIE SUD Z4,18-Mar,TUNIS,TUNIS VILLE,24837.953,1079.911,23
GOULETTE,GASOIL,C.B.Ammar,18-Apr,ARIANA,CEBALET B AMMAR,277667.273,1124.159,247
BIZERTE CARBURANT,GASOIL 50,ENNASR ARIANA,18-Apr,ARIANA,ENNASR,193219.914,1370.354,141
SKHIRA,GASOIL,HAJEB EL AYOUN,18-Apr,KAIROUAN,HAJEB EL AYOUN,193355.348,1124.159,172
SKHIRA,GASOIL,JELMA,18-Apr,SIDI BOUZID,JELMA,212466.051,1124.159,189
BIZERTE CARBURANT,GASOIL 50,BIR EL KASSA,18-Apr,BEN AROUS,BIR EL KASSAA,94554.426,1370.354,69
BIZERTE CARBURANT,GASOIL 50,RAS DJEBEL,18-Apr,BIZERTE,RAS DJEBEL,98665.488,1370.354,72
GOULETTE,SSP SUPER SANS PLOMB,SIDI BOUALI,18-Apr,SOUSSE,SIDI BOU ALI,46294.191,1493.361,31
SKHIRA,GASOIL 50,TOZEUR VILLE,18-Apr,TOZEUR,TOZEUR,64406.638,1370.354,47
SKHIRA,GASOIL,MEKNASSY,18-Apr,SIDI BOUZID,MEKNASSY,185486.235,1124.159,165
BIZERTE CARBURANT,GASOIL,SIDI SMAIL,18-Mar,BEJA,SIDI SMAIL,7559.377,1079.911,7
GOULETTE,SSP SUPER SANS PLOMB,ZAGHOUAN,18-Apr,ZAGHOUAN,ZAGHOUAN,147842.739,1493.361,99
SKHIRA,GASOIL 50,PORT DE SFAX,18-Apr,SFAX,SFAX,34258.85,1370.354,25
GOULETTE,SSP SUPER SANS PLOMB,TOZOGHRANE,18-Apr,NABEUL,TOZGRANE,37334.025,1493.361,25
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF 2,18-Apr,MAHDIA,KSOUR ESSAF,65707.884,1493.361,44
GOULETTE,GASOIL,GUEBELLAT,18-Apr,BEJA,GOUBELLAT,141644.034,1124.159,126
SKHIRA,GASOIL,SAHLOUL,18-Apr,SOUSSE,SOUSSE,136023.239,1124.159,121
GOULETTE,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,18-Apr,SOUSSE,KALAA KBIRA,177709.959,1493.361,119
SKHIRA,GASOIL,KSAR SAID,18-Mar,TUNIS,KSAR SAID,23758.042,1079.911,22
SKHIRA,SSP SUPER SANS PLOMB,KSAR SAID,18-Mar,TUNIS,KSAR SAID,5805.376,1451.344,4
BIZERTE CARBURANT,GASOIL 50,EL MRAZKA,18-Apr,NABEUL,HAMMAMET,76739.824,1370.354,56
GOULETTE,SSP SUPER SANS PLOMB,ENNASR ARIANA,18-Jul,ARIANA,ENNASR,1052116.936,1556.386,676
ZARZIS,GASOIL,SMAR,18-Apr,TATAOUINE,SMAR,67449.54,1124.159,60
GOULETTE,SSP SUPER SANS PLOMB,BENI KHALLED,18-Apr,NABEUL,BENI-KHALED,67201.245,1493.361,45
GOULETTE,GASOIL,MEDJEZ EL BAB,18-May,BEJA,MEDJEZ EL BAB,195603.666,1124.159,174
GOULETTE,GASOIL,JENDOUBA VILLE,18-May,JENDOUBA,JENDOUBA,334999.382,1124.159,298
BIZERTE CARBURANT,GASOIL 50,SIDI BOUALI,18-Apr,SOUSSE,SIDI BOU ALI,24666.372,1370.354,18
ZARZIS,GASOIL 50,Rte DE L'AEROPORT KM 9 ,18-Mar,SFAX,SFAX,14587.166,1326.106,11
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BIR MCHERGA,18-Apr,ZAGHOUAN,BIR MCHERGUA,5973.444,1493.361,4
SKHIRA,GASOIL,BEJA,18-Mar,BEJA,BEJA,10799.11,1079.911,10
BIZERTE CARBURANT,GASOIL,BORJ EL AMRI,18-Mar,MANOUBA,BORJ EL AMRI,4319.644,1079.911,4
SKHIRA,SSP SUPER SANS PLOMB,JENDOUBA VILLE,18-Mar,JENDOUBA,JENDOUBA,10159.408,1451.344,7
GOULETTE,GASOIL,BORJ EL AMRI,19-Apr,MANOUBA,BORJ EL AMRI,378624.824,1333.186,284
ZARZIS,SSP SUPER SANS PLOMB,HASSI AMOR,18-May,MEDENINE,HASSI AMOR,8960.166,1493.361,6
BIZERTE CARBURANT,GASOIL 50,KASSERINE,18-Mar,KASSERINE,KASSERINE,7956.636,1326.106,6
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AZMOUR,18-Mar,NABEUL,AZMOUR,4354.032,1451.344,3
BIZERTE CARBURANT,GASOIL 50,AZMOUR,18-Mar,NABEUL,AZMOUR,2652.212,1326.106,2
SKHIRA,GASOIL 50,JEBENIANA,18-Apr,SFAX,JBENIANA,2740.708,1370.354,2
SKHIRA,GASOIL,KSAR HELAL,18-Apr,MONASTIR,KSAR HELLAL,145016.511,1124.159,129
BIZERTE CARBURANT,GASOIL 50,AV MOHAMED 5,18-Apr,TUNIS,TUNIS VILLE,41110.62,1370.354,30
BIZERTE CARBURANT,GASOIL 50,GAAFOUR,18-Apr,SILIANA,GAAFOUR,17814.602,1370.354,13
GOULETTE,GASOIL,AZMOUR,18-Apr,NABEUL,AZMOUR,46090.519,1124.159,41
SKHIRA,SSP SUPER SANS PLOMB,REMADA,18-Nov,TATAOUINE,REMADA,33742.947,1606.807,21
BIZERTE CARBURANT,GASOIL 50,GRIAAT N. PK29,18-Apr,BEJA,MEDJEZ EL BAB,91813.718,1370.354,67
ZARZIS,GASOIL,TATAOUINE,18-Apr,TATAOUINE,TATAOUINE,101174.31,1124.159,90
ZARZIS,SSP SUPER SANS PLOMB,TATAOUINE,18-Apr,TATAOUINE,TATAOUINE,43307.469,1493.361,29
SKHIRA,GASOIL,HAZOUA,18-Apr,TOZEUR,HASOUA,57332.109,1124.159,51
SKHIRA,GASOIL 50,SBEITLA,18-Apr,KASSERINE,SBEITLA,17814.602,1370.354,13
BIZERTE CARBURANT,GASOIL 50,MORNAG,18-Nov,BEN AROUS,MORNAG,120675.663,1489.823,81
BIZERTE CARBURANT,GASOIL 50,Rte SIDI MANSOUR,18-Apr,SFAX,SFAX,4111.062,1370.354,3
GOULETTE,GASOIL,BEJA,18-Apr,BEJA,BEJA,240570.026,1124.159,214
GOULETTE,SSP SUPER SANS PLOMB,BORJ EL AMRI,18-May,MANOUBA,BORJ EL AMRI,113495.436,1493.361,76
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,18-May,BIZERTE,KHETMINE,71681.328,1493.361,48
SKHIRA,GASOIL,EL BATEN,18-May,KAIROUAN,EL BATEN,195603.666,1124.159,174
SKHIRA,GASOIL,KONDAR,18-May,SOUSSE,KONDAR,242818.344,1124.159,216
ZARZIS,GASOIL 50,HOUMT SOUK,18-May,MEDENINE,HOUMT SOUK,56184.514,1370.354,41
SKHIRA,GASOIL,EL GUETAR,18-Apr,GAFSA,EL GUETAR,87684.402,1124.159,78
ZARZIS,GASOIL 50,MOULARES,18-Apr,GAFSA,MOULARES,6851.77,1370.354,5
SKHIRA,SSP SUPER SANS PLOMB,EL JEM PK192,18-Apr,MAHDIA,EL JEM,114988.797,1493.361,77
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SOUSSE REPUB,18-Apr,SOUSSE,SOUSSE,5973.444,1493.361,4
GOULETTE,GASOIL,TAHLA,18-Apr,KASSERINE,THALA,91056.879,1124.159,81
GOULETTE,GASOIL,S. KHELIFA pk72 ,18-Apr,SOUSSE,SIDI KHLIFA,113540.059,1124.159,101
ZARZIS,GASOIL 50,GAFSA,18-Apr,GAFSA,GAFSA,9592.478,1370.354,7
GOULETTE,SSP SUPER SANS PLOMB,MAKTHAR,18-Apr,SILIANA,MAKTHAR,7466.805,1493.361,5
SKHIRA,SSP SUPER SANS PLOMB,ESSAIDA,18-Apr,SIDI BOUZID,ESSAIDA,7466.805,1493.361,5
BIZERTE CARBURANT,GASOIL 50,IDENE,18-Apr,BEJA,I D E N,2740.708,1370.354,2
SKHIRA,GASOIL,SILIANA,18-Apr,SILIANA,SILIANA,111291.741,1124.159,99
SKHIRA,GASOIL,GROMBALIA,18-Apr,NABEUL,GROMBALIA,61828.745,1124.159,55
BIZERTE CARBURANT,GASOIL 50,BERGES DU LAC,18-May,TUNIS,TUNIS VILLE,269959.738,1370.354,197
SKHIRA,GASOIL,EL MOUROUJ 3,18-Apr,BEN AROUS,BIR EL KASSAA,17986.544,1124.159,16
GOULETTE,SSP SUPER SANS PLOMB,LE SERS,18-Apr,LE KEF,LE SERS,11946.888,1493.361,8
BIZERTE CARBURANT,GASOIL 50,EL BATEN,18-Apr,KAIROUAN,EL BATEN,2740.708,1370.354,2
BIZERTE CARBURANT,GASOIL 50,GHAR EL MELH,18-May,BIZERTE,GHAR EL MELEH,8222.124,1370.354,6
BIZERTE CARBURANT,GASOIL 50,BORJ CEDRIA,18-May,BEN AROUS,BORJ CEDRIA,32888.496,1370.354,24
SKHIRA,GASOIL,GHRAIBA,18-May,SFAX,GHREIBA,69697.858,1124.159,62
SKHIRA,SSP SUPER SANS PLOMB,Rte DE L'AEROPORT KM 9 ,18-May,SFAX,SFAX,62721.162,1493.361,42
SKHIRA,GASOIL,MEKNASSY,18-May,SIDI BOUZID,MEKNASSY,161878.896,1124.159,144
SKHIRA,GASOIL 50,S.A.BOUHAJLA,18-May,KAIROUAN,SIDI AMOR BOUHAJLA,2740.708,1370.354,2
SKHIRA,GASOIL,OUERDANINE,18-May,MONASTIR,EL OUERDANINE,103422.628,1124.159,92
GOULETTE,SSP SUPER SANS PLOMB,BALTA,18-Mar,JENDOUBA,BALTA,5805.376,1451.344,4
SKHIRA,GASOIL,KSOUR ESSEF,18-May,MAHDIA,KSOUR ESSAF,34848.929,1124.159,31
SKHIRA,SSP SUPER SANS PLOMB,MOKNINE,18-May,MONASTIR,MOKNINE,132909.129,1493.361,89
ZARZIS,SSP SUPER SANS PLOMB,HASSI AMOR,18-Aug,MEDENINE,HASSI AMOR,10894.702,1556.386,7
SKHIRA,SSP SUPER SANS PLOMB,REMADA,18-May,TATAOUINE,REMADA,14933.61,1493.361,10
SKHIRA,GASOIL,SOUASSI,18-May,MAHDIA,SOUASSI,215838.528,1124.159,192
GOULETTE,SSP SUPER SANS PLOMB,DOUALA,18-May,NABEUL,DOUALA,25387.137,1493.361,17
BIZERTE CARBURANT,GASOIL 50,BEJA,18-May,BEJA,BEJA,39740.266,1370.354,29
GOULETTE,GASOIL,CHERARDA,18-Dec,KAIROUAN,CHERARDA,75414.18,1256.903,60
SKHIRA,SSP SUPER SANS PLOMB,HAZOUA,18-May,TOZEUR,HASOUA,8960.166,1493.361,6
SKHIRA,SSP SUPER SANS PLOMB,EL HAMMA,18-May,GABES,EL HAMMA,43307.469,1493.361,29
SKHIRA,SSP SUPER SANS PLOMB,EL FAHS,18-May,ZAGHOUAN,EL FAHS,26880.498,1493.361,18
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SEJNENE,18-May,BIZERTE,SEJNENE,5973.444,1493.361,4
SKHIRA,GASOIL 50,KERKENNAH,18-May,SFAX,KERKENAH,27407.08,1370.354,20
SKHIRA,GASOIL 50,JORF JERBA,18-Dec,MEDENINE,JORF,46166.99,1489.257742,31
SKHIRA,GASOIL 50,TEBOULBOU,18-May,GABES,TEBOULBOU,17814.602,1370.354,13
SKHIRA,GASOIL,FOUSSANA,18-May,KASSERINE,FOUSSANA,105670.946,1124.159,94
GOULETTE,GASOIL,TAHLA,18-May,KASSERINE,THALA,64077.063,1124.159,57
GOULETTE,GASOIL,SIDI AICH,18-Dec,GAFSA,SIDI IICH,12569.03,1256.903,10
GOULETTE,SSP SUPER SANS PLOMB,AV. HEDI SAIDI,18-Aug,TUNIS,TUNIS VILLE,138518.354,1556.386,89
SKHIRA,SSP SUPER SANS PLOMB,REGUEB,18-May,SIDI BOUZID,ERREGUEB,14933.61,1493.361,10
SKHIRA,GASOIL 50,OUERDANINE,18-May,MONASTIR,EL OUERDANINE,4111.062,1370.354,3
BIZERTE CARBURANT,GASOIL 50,EL KSOUR,18-May,LE KEF,EL KSOUR,15073.894,1370.354,11
SKHIRA,SSP SUPER SANS PLOMB,SIDI AICH,18-May,GAFSA,SIDI IICH,17920.332,1493.361,12
SKHIRA,GASOIL,EL JEM PK192,18-May,MAHDIA,EL JEM,127029.967,1124.159,113
BIZERTE CARBURANT,GASOIL 50,AZMOUR,18-May,NABEUL,AZMOUR,2740.708,1370.354,2
SKHIRA,GASOIL,C.O. ASKAR,18-May,SIDI BOUZID,CABELET OUELED ASKER,46090.519,1124.159,41
BIZERTE CARBURANT,GASOIL 50,SIDI EL HENI,18-May,SOUSSE,SIDI EL HENI,19184.956,1370.354,14
GOULETTE,SSP SUPER SANS PLOMB,BIR EL KASSA,18-Jul,BEN AROUS,BIR EL KASSAA,398434.816,1556.386,256
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SILIANA,18-May,SILIANA,SILIANA,13440.249,1493.361,9
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,GAAFOUR,18-May,SILIANA,GAAFOUR,7466.805,1493.361,5
BIZERTE CARBURANT,GASOIL,S.A. BOUKHTIOUA,18-May,ARIANA,RAOUED,23607.339,1124.159,21
GOULETTE,SSP SUPER SANS PLOMB,ZARZOUNA,18-May,BIZERTE,ZARZOUNA,10453.527,1493.361,7
GOULETTE,SSP SUPER SANS PLOMB,DEN DEN ,18-Aug,MANOUBA,DENDEN,253690.918,1556.386,163
SKHIRA,GASOIL,IDENE,18-Apr,BEJA,I D E N,19110.703,1124.159,17
BIZERTE CARBURANT,GASOIL 50,BENI KHALLED,18-Dec,NABEUL,BENI-KHALED,40209.291,1489.233,27
BIZERTE CARBURANT,GASOIL,KHETMINE,18-Dec,BIZERTE,KHETMINE,124388.793,1256.452455,99
BIZERTE CARBURANT,GASOIL,ENNADHOUR,18-May,ZAGHOUAN,NADOUR,3372.477,1124.159,3
BIZERTE CARBURANT,GASOIL 50,BEN AROUS MC 34,18-Dec,BEN AROUS,BEN AROUS,86384.246,1489.383552,58
BIZERTE CARBURANT,GASOIL 50,MNIHLA,18-Dec,ARIANA,M'NIHLA,53617.698,1489.3805,36
BIZERTE CARBURANT,GASOIL 50,SAHLOUL,18-Dec,SOUSSE,SOUSSE,132554.422,1489.375528,89
GOULETTE,SSP SUPER SANS PLOMB,CITE OLYMPIQUE,18-Dec,TUNIS,CITE ELKHADRA,944551.358,1606.379861,588
SKHIRA,SSP SUPER SANS PLOMB,EL MOUROUJ,18-Dec,BEN AROUS,BIR EL KASSAA,83553.964,1606.807,52
GOULETTE,SSP SUPER SANS PLOMB,BOUMHEL,18-Dec,BEN AROUS,BOUMHAL,239353.723,1606.400826,149
GOULETTE,SSP SUPER SANS PLOMB,BOU SALEM,18-Dec,JENDOUBA,BOUSALEM,146171.021,1606.274956,91
GOULETTE,SSP SUPER SANS PLOMB,KAIROUAN,18-Dec,KAIROUAN,KAIROUAN,131696.141,1606.0505,82
SKHIRA,SSP SUPER SANS PLOMB,BEN AROUS MC 34,18-Dec,BEN AROUS,BEN AROUS,59451.859,1606.807,37
SKHIRA,GASOIL 50,BIR LAHMAR,18-Dec,TATAOUINE,BIR LAHMAR,44677.167,1489.2389,30
ZARZIS,GASOIL,DEGACHE,18-Dec,TOZEUR,DEGACHE,10055.224,1256.903,8
SKHIRA,SSP SUPER SANS PLOMB,TEBOULBOU,18-Dec,GABES,TEBOULBOU,210414.554,1606.217969,131
GOULETTE,GASOIL,BOUARADA,18-Dec,SILIANA,BOUARADA,114324.011,1256.307813,91
GOULETTE,GASOIL,JENDOUBA VILLE,18-Dec,JENDOUBA,JENDOUBA,309073.884,1256.397902,246
GOULETTE,GASOIL,SIDI BOUSAID,18-Dec,TUNIS,SIDI BOUSAID,66595.15,1256.512264,53
SKHIRA,SSP SUPER SANS PLOMB,Rte SIDI MANSOUR,18-Dec,SFAX,SFAX,171864.803,1606.213112,107
BIZERTE CARBURANT,GASOIL,GRIAAT N. PK29,18-Jul,BEJA,MEDJEZ EL BAB,11905.31,1190.531,10
GOULETTE,SSP SUPER SANS PLOMB,GUEBELLAT,18-Dec,BEJA,GOUBELLAT,35340.676,1606.394364,22
ZARZIS,GASOIL,HOUMT SOUK,18-Dec,MEDENINE,HOUMT SOUK,40220.896,1256.903,32
BIZERTE CARBURANT,GASOIL,S. LAHED .S,18-Apr,SOUSSE,SOUSSE,7869.113,1124.159,7
GOULETTE,SSP SUPER SANS PLOMB,BIR EL KASSA,18-Dec,BEN AROUS,BIR EL KASSAA,340537.174,1606.307425,212
SKHIRA,GASOIL,POUDRIERE SFAX2,18-Nov,SFAX,SFAX,137002.427,1256.903,109
ZARZIS,SSP SUPER SANS PLOMB,NVLE TATAOUINE,18-Dec,TATAOUINE,TATAOUINE,11247.649,1606.807,7
GOULETTE,APS AGILIX PREMIUM ESS.,BERGES DU LAC,18-Dec,TUNIS,TUNIS VILLE,20995.968,1749.664,12
GOULETTE,SSP SUPER SANS PLOMB,BOUARGOUB,18-Dec,NABEUL,BOUARGOUB,91548.661,1606.11686,57
GOULETTE,SSP SUPER SANS PLOMB,RAS DJEBEL,18-May,BIZERTE,RAS DJEBEL,11946.888,1493.361,8
SKHIRA,GASOIL 50,KASSERINE,18-Dec,KASSERINE,KASSERINE,75960.264,1489.416941,51
GOULETTE,SSP SUPER SANS PLOMB,M.DAR BEL OUER,18-Dec,SOUSSE,MENZEL DAR BEL OUAER,44976.979,1606.320679,28
BIZERTE CARBURANT,GASOIL 50,RAS DJEBEL,18-Dec,BIZERTE,RAS DJEBEL,67024.512,1489.4336,45
BIZERTE CARBURANT,GASOIL 50,S. LAHED .S,18-Nov,SOUSSE,SOUSSE,99818.141,1489.823,67
SKHIRA,GASOIL 50,MEDNINE,18-Dec,MEDENINE,MEDENINE,65534.689,1489.42475,44
BIZERTE CARBURANT,GASOIL 50,C.B.Ammar,19-Jan,ARIANA,CEBALET B AMMAR,80364.42,1488.23,54
GOULETTE,SSP SUPER SANS PLOMB,C.B.Ammar,19-Feb,ARIANA,CEBALET B AMMAR,213504.102,1605.294,133
GOULETTE,GASOIL,M. HAYET PK156,18-Dec,MONASTIR,MENZEL EL HAYET,203516.334,1256.273667,162
SKHIRA,GASOIL 50,DEGACHE,18-Dec,TOZEUR,DEGACHE,16381.681,1489.243727,11
SKHIRA,SSP SUPER SANS PLOMB,CHEBBA,19-Jan,MAHDIA,CHEBBA,93107.052,1605.294,58
ZARZIS,GASOIL,GABES GP1,18-Dec,GABES,GABES,36450.187,1256.903,29
SKHIRA,SSP SUPER SANS PLOMB,SFAX GP1,19-Jan,SFAX,SFAX,122639.562,1679.994,73
BIZERTE CARBURANT,GASOIL,RAS DJEBEL,18-Dec,BIZERTE,RAS DJEBEL,170878.274,1256.457897,136
SKHIRA,SSP SUPER SANS PLOMB,ESSAIDA,18-Dec,SIDI BOUZID,ESSAIDA,17668.825,1606.256818,11
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SORTIE SUD Z4,19-Feb,TUNIS,TUNIS VILLE,3210.588,1605.294,2
GOULETTE,GASOIL,AV MOHAMED 5,18-Dec,TUNIS,TUNIS VILLE,47744.791,1256.441868,38
SKHIRA,GASOIL 50,MARETH,18-Dec,GABES,MARETH,50633.273,1489.213912,34
BIZERTE CARBURANT,GASOIL,ENNASR ARIANA,19-Jan,ARIANA,ENNASR,7531.86,1255.31,6
SKHIRA,GASOIL 50,ZAGHOUAN,19-Jan,ZAGHOUAN,ZAGHOUAN,19346.99,1488.23,13
BIZERTE CARBURANT,GASOIL,OUCHTATA,19-Jan,BEJA,OUECHTATA,95403.56,1255.31,76
BIZERTE CARBURANT,GASOIL,LE KEF,18-May,LE KEF,LE KEF,6744.954,1124.159,6
BIZERTE CARBURANT,GASOIL 50,GROMBALIA,18-Dec,NABEUL,GROMBALIA,104255.75,1489.367857,70
SKHIRA,GASOIL,DEGACHE,18-Dec,TOZEUR,DEGACHE,48996.915,1256.331154,39
BIZERTE CARBURANT,GASOIL 50,EL MOUROUJ 3,19-Jan,BEN AROUS,BIR EL KASSAA,65482.12,1488.23,44
SKHIRA,SSP SUPER SANS PLOMB,HAJEB EL AYOUN,18-Dec,KAIROUAN,HAJEB EL AYOUN,73882.862,1606.149174,46
SKHIRA,SSP SUPER SANS PLOMB,SBEITLA,18-Dec,KASSERINE,SBEITLA,38548.238,1606.176583,24
SKHIRA,GASOIL 50,AV REPUBLIQUE,19-Jan,TUNIS,TUNIS VILLE,13394.07,1488.23,9
BIZERTE CARBURANT,GASOIL,EL AOUINA,18-Dec,TUNIS,EL AOUINA,6284.515,1256.903,5
BIZERTE CARBURANT,GASOIL 50,MNIHLA,19-Jan,ARIANA,M'NIHLA,63993.89,1488.23,43
SKHIRA,GASOIL,EL JEM,18-Dec,MAHDIA,EL JEM,639406.795,1256.201955,509
SKHIRA,GASOIL,EL BDERNA,18-Dec,SFAX,EL BDARNA,331631.232,1256.178909,264
GOULETTE,SSP SUPER SANS PLOMB,GRIAAT N. PK29,19-Jan,BEJA,MEDJEZ EL BAB,130028.814,1605.294,81
GOULETTE,SSP SUPER SANS PLOMB,GRIAAT S. PK29,19-Jan,BEJA,MEDJEZ EL BAB,81923.237,1622.242317,50.5
SKHIRA,GASOIL,M. CHAKER,18-Dec,SFAX,MENZEL CHAKER,116831.445,1256.252097,93
GOULETTE,GASOIL,GRIAAT N. PK29,19-Jan,BEJA,MEDJEZ EL BAB,114233.21,1255.31,91
SKHIRA,SSP SUPER SANS PLOMB,EL FAHS,19-Jan,ZAGHOUAN,EL FAHS,25684.704,1605.294,16
BIZERTE CARBURANT,GASOIL 50,GABES GP1,19-Jan,GABES,GABES,10417.61,1488.23,7
