,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,lag1_previous_quantity,lag2_previous_quantity,lag3_previous_quantity,lag4_previous_quantity,lag5_previous_quantity,SUM(QTEPRD)
2960,SKHIRA,GASOIL,BOUARADA,2018-04-01,SILIANA,BOUARADA,24731.498,1124.1589999999999,20.0,112.0,6.0,55.0,96.0,22.0
12506,GOULETTE,GASOIL,BOUARADA,2018-04-01,SILIANA,BOUARADA,109043.423,1124.1589999999999,22.0,20.0,112.0,6.0,55.0,97.0
5710,BIZERTE CARBURANT,GASOIL,BOUARADA,2018-05-01,SILIANA,BOUARADA,25855.657,1124.1589999999999,97.0,22.0,20.0,112.0,6.0,23.0
4349,SKHIRA,GASOIL,BOUARADA,2018-05-01,SILIANA,BOUARADA,17986.544,1124.159,23.0,97.0,22.0,20.0,112.0,16.0
13918,GOULETTE,GASOIL,BOUARADA,2018-05-01,SILIANA,BOUARADA,123657.49,1124.159,16.0,23.0,97.0,22.0,20.0,110.0
14246,GOULETTE,GASOIL,BOUARADA,2018-06-01,SILIANA,BOUARADA,145228.122,1152.604142857143,110.0,16.0,23.0,97.0,22.0,126.0
18436,BIZERTE CARBURANT,GASOIL,BOUARADA,2018-06-01,SILIANA,BOUARADA,14614.067,1124.1589999999999,126.0,110.0,16.0,23.0,97.0,13.0
18125,GOULETTE,GASOIL,BOUARADA,2018-07-01,SILIANA,BOUARADA,122624.693,1190.531,13.0,126.0,110.0,16.0,23.0,103.0
19446,BIZERTE CARBURANT,GASOIL,BOUARADA,2018-08-01,SILIANA,BOUARADA,47621.24,1190.531,103.0,13.0,126.0,110.0,16.0,40.0
15478,GOULETTE,GASOIL,BOUARADA,2018-08-01,SILIANA,BOUARADA,115481.507,1190.531,40.0,103.0,13.0,126.0,110.0,97.0
4633,GOULETTE,GASOIL,BOUARADA,2018-09-01,SILIANA,BOUARADA,133824.901,1250.7000093457946,97.0,40.0,103.0,13.0,126.0,107.0
8892,BIZERTE CARBURANT,GASOIL,BOUARADA,2018-09-01,SILIANA,BOUARADA,42734.702,1256.903,107.0,97.0,40.0,103.0,13.0,34.0
19714,SKHIRA,GASOIL,BOUARADA,2018-10-01,SILIANA,BOUARADA,18853.545,1256.9029999999998,34.0,107.0,97.0,40.0,103.0,15.0
14333,GOULETTE,GASOIL,BOUARADA,2018-10-01,SILIANA,BOUARADA,106836.755,1256.903,15.0,34.0,107.0,97.0,40.0,85.0
18376,BIZERTE CARBURANT,GASOIL,BOUARADA,2018-10-01,SILIANA,BOUARADA,17596.642,1256.903,85.0,15.0,34.0,107.0,97.0,14.0
6228,BIZERTE CARBURANT,GASOIL,BOUARADA,2018-11-01,SILIANA,BOUARADA,7541.418,1256.903,14.0,85.0,15.0,34.0,107.0,6.0
7115,GOULETTE,GASOIL,BOUARADA,2018-11-01,SILIANA,BOUARADA,158369.778,1256.903,6.0,14.0,85.0,15.0,34.0,126.0
16650,GOULETTE,GASOIL,BOUARADA,2018-12-01,SILIANA,BOUARADA,114324.011,1256.307813186813,126.0,6.0,14.0,85.0,15.0,91.0
9040,BIZERTE CARBURANT,GASOIL,BOUARADA,2018-12-01,SILIANA,BOUARADA,16339.739,1256.903,91.0,126.0,6.0,14.0,85.0,13.0
19431,GOULETTE,GASOIL,BOUARADA,2019-01-01,SILIANA,BOUARADA,111722.59,1255.31,13.0,91.0,126.0,6.0,14.0,89.0
14478,BIZERTE CARBURANT,GASOIL,BOUARADA,2019-01-01,SILIANA,BOUARADA,15063.72,1255.31,89.0,13.0,91.0,126.0,6.0,12.0
14052,GOULETTE,GASOIL,BOUARADA,2019-02-01,SILIANA,BOUARADA,96658.87,1255.31,12.0,89.0,13.0,91.0,126.0,77.0
17389,SKHIRA,GASOIL,BOUARADA,2019-03-01,SILIANA,BOUARADA,12553.1,1255.31,77.0,12.0,89.0,13.0,91.0,10.0
6529,GOULETTE,GASOIL,BOUARADA,2019-03-01,SILIANA,BOUARADA,133062.86,1255.31,10.0,77.0,12.0,89.0,13.0,106.0
7791,GOULETTE,GASOIL,BOUARADA,2019-04-01,SILIANA,BOUARADA,150650.018,1333.1860000000001,106.0,10.0,77.0,12.0,89.0,113.0
6358,GOULETTE,GASOIL,BOUARADA,2019-05-01,SILIANA,BOUARADA,169314.622,1333.186,113.0,106.0,10.0,77.0,12.0,127.0
6476,GOULETTE,GASOIL,BOUARADA,2019-06-01,SILIANA,BOUARADA,213309.76,1333.1860000000001,127.0,113.0,106.0,10.0,77.0,160.0
16155,GOULETTE,GASOIL,BOUARADA,2019-07-01,SILIANA,BOUARADA,162562.385,1332.4785655737705,160.0,127.0,113.0,106.0,10.0,122.0
20265,BIZERTE CARBURANT,GASOIL,BOUARADA,2019-07-01,SILIANA,BOUARADA,31943.352,1330.973,122.0,160.0,127.0,113.0,106.0,24.0
14774,GOULETTE,GASOIL,BOUARADA,2019-08-01,SILIANA,BOUARADA,192991.085,1330.973,24.0,122.0,160.0,127.0,113.0,145.0
18807,GOULETTE,GASOIL,BOUARADA,2019-09-01,SILIANA,BOUARADA,177019.409,1330.9730000000002,145.0,24.0,122.0,160.0,127.0,133.0
13288,GOULETTE,GASOIL,BOUARADA,2019-10-01,SILIANA,BOUARADA,187667.193,1330.973,133.0,145.0,24.0,122.0,160.0,141.0
16304,GOULETTE,GASOIL,BOUARADA,2019-11-01,SILIANA,BOUARADA,191660.112,1330.973,141.0,133.0,145.0,24.0,122.0,144.0
1319,GOULETTE,GASOIL,BOUARADA,2019-12-01,SILIANA,BOUARADA,150399.949,1330.973,144.0,141.0,133.0,145.0,24.0,113.0
19119,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-01-01,SILIANA,BOUARADA,13261.06,1326.106,0.0,0.0,0.0,0.0,0.0,10.0
11068,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-02-01,SILIANA,BOUARADA,5304.424,1326.106,10.0,0.0,0.0,0.0,0.0,4.0
11072,SKHIRA,GASOIL 50,BOUARADA,2018-02-01,SILIANA,BOUARADA,5304.424,1326.106,4.0,10.0,0.0,0.0,0.0,4.0
13845,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-03-01,SILIANA,BOUARADA,11934.954,1326.106,4.0,4.0,10.0,0.0,0.0,9.0
5635,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-04-01,SILIANA,BOUARADA,12333.186,1370.354,9.0,4.0,4.0,10.0,0.0,9.0
1626,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-05-01,SILIANA,BOUARADA,12333.186,1370.354,9.0,9.0,4.0,4.0,10.0,9.0
17113,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-06-01,SILIANA,BOUARADA,15472.126,1406.5569090909091,9.0,9.0,9.0,4.0,4.0,11.0
4518,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-07-01,SILIANA,BOUARADA,8620.356,1436.7259999999999,11.0,9.0,9.0,9.0,4.0,6.0
397,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-08-01,SILIANA,BOUARADA,22987.616,1436.726,6.0,11.0,9.0,9.0,9.0,16.0
4670,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-09-01,SILIANA,BOUARADA,10428.761,1489.823,16.0,6.0,11.0,9.0,9.0,7.0
664,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-10-01,SILIANA,BOUARADA,7449.115,1489.8229999999999,7.0,16.0,6.0,11.0,9.0,5.0
3442,SKHIRA,GASOIL 50,BOUARADA,2018-10-01,SILIANA,BOUARADA,13408.407,1489.8229999999999,5.0,7.0,16.0,6.0,11.0,9.0
6195,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-11-01,SILIANA,BOUARADA,11918.584,1489.823,9.0,5.0,7.0,16.0,6.0,8.0
9047,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2018-12-01,SILIANA,BOUARADA,17871.504,1489.2920000000001,8.0,9.0,5.0,7.0,16.0,12.0
10349,SKHIRA,GASOIL 50,BOUARADA,2018-12-01,SILIANA,BOUARADA,5959.292,1489.823,12.0,8.0,9.0,5.0,7.0,4.0
12623,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2019-01-01,SILIANA,BOUARADA,11905.84,1488.23,4.0,12.0,8.0,9.0,5.0,8.0
10434,BIZERTE CARBURANT,GASOIL 50,BOUARADA,2019-02-01,SILIANA,BOUARADA,16370.53,1488.23,8.0,4.0,12.0,8.0,9.0,11.0
11964,GOULETTE,GASOIL 50,BOUARADA,2019-04-01,SILIANA,BOUARADA,18687.084,1557.2569999999998,11.0,8.0,4.0,12.0,8.0,12.0
3804,GOULETTE,GASOIL 50,BOUARADA,2019-05-01,SILIANA,BOUARADA,20244.341,1557.257,12.0,11.0,8.0,4.0,12.0,13.0
7918,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BOUARADA,2019-03-01,SILIANA,BOUARADA,5952.92,1488.23,0.0,0.0,0.0,0.0,0.0,4.0
16162,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-03-01,SILIANA,BOUARADA,5952.92,1488.23,4.0,0.0,0.0,0.0,0.0,4.0
21403,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-06-01,SILIANA,BOUARADA,20244.341,1557.257,4.0,4.0,0.0,0.0,0.0,13.0
3902,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-07-01,SILIANA,BOUARADA,10894.16,1556.3085714285714,13.0,4.0,4.0,0.0,0.0,7.0
18951,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BOUARADA,2019-07-01,SILIANA,BOUARADA,6220.176,1555.044,7.0,13.0,4.0,4.0,0.0,4.0
5157,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-08-01,SILIANA,BOUARADA,24880.704,1555.044,4.0,7.0,13.0,4.0,4.0,16.0
16251,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-09-01,SILIANA,BOUARADA,26435.748,1555.0439999999999,16.0,4.0,7.0,13.0,4.0,17.0
21669,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-10-01,SILIANA,BOUARADA,21770.616,1555.044,17.0,16.0,4.0,7.0,13.0,14.0
12272,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-11-01,SILIANA,BOUARADA,12440.352,1555.044,14.0,17.0,16.0,4.0,7.0,8.0
13627,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BOUARADA,2019-11-01,SILIANA,BOUARADA,6220.176,1555.044,8.0,14.0,17.0,16.0,4.0,4.0
21724,GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,2019-12-01,SILIANA,BOUARADA,23325.66,1555.044,4.0,8.0,14.0,17.0,16.0,15.0
6936,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-01-01,SILIANA,BOUARADA,29026.88,1451.344,0.0,0.0,0.0,0.0,0.0,20.0
17790,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-02-01,SILIANA,BOUARADA,17416.128,1451.344,20.0,0.0,0.0,0.0,0.0,12.0
10987,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-02-01,SILIANA,BOUARADA,13062.096,1451.344,12.0,20.0,0.0,0.0,0.0,9.0
7017,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-03-01,SILIANA,BOUARADA,30478.224,1451.3439999999998,9.0,12.0,20.0,0.0,0.0,21.0
7096,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2018-04-01,SILIANA,BOUARADA,11946.888,1493.361,21.0,9.0,12.0,20.0,0.0,8.0
1540,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-04-01,SILIANA,BOUARADA,28373.859,1493.361,8.0,21.0,9.0,12.0,20.0,19.0
275,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2018-05-01,SILIANA,BOUARADA,5973.444,1493.361,19.0,8.0,21.0,9.0,12.0,4.0
9877,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-05-01,SILIANA,BOUARADA,17920.332,1493.3609999999999,4.0,19.0,8.0,21.0,9.0,12.0
263,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2018-05-01,SILIANA,BOUARADA,13440.249,1493.3609999999999,12.0,4.0,19.0,8.0,21.0,9.0
6028,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-06-01,SILIANA,BOUARADA,50100.238,1518.1890303030302,9.0,12.0,4.0,19.0,8.0,33.0
3170,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-07-01,SILIANA,BOUARADA,48247.966,1556.386,33.0,9.0,12.0,4.0,19.0,31.0
3245,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2018-08-01,SILIANA,BOUARADA,17120.246,1556.386,31.0,33.0,9.0,12.0,4.0,11.0
10326,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2018-08-01,SILIANA,BOUARADA,10894.702,1556.386,11.0,31.0,33.0,9.0,12.0,7.0
11459,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-08-01,SILIANA,BOUARADA,26458.562,1556.3860000000002,7.0,11.0,31.0,33.0,9.0,17.0
628,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2018-09-01,SILIANA,BOUARADA,14461.263,1606.807,17.0,7.0,11.0,31.0,33.0,9.0
8889,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-09-01,SILIANA,BOUARADA,32136.14,1606.807,9.0,17.0,7.0,11.0,31.0,20.0
13003,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2018-10-01,SILIANA,BOUARADA,8034.035,1606.807,20.0,9.0,17.0,7.0,11.0,5.0
660,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-10-01,SILIANA,BOUARADA,19281.684,1606.807,5.0,20.0,9.0,17.0,7.0,12.0
14372,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2018-10-01,SILIANA,BOUARADA,16068.07,1606.807,12.0,5.0,20.0,9.0,17.0,10.0
9876,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-11-01,SILIANA,BOUARADA,43383.789,1606.8069999999998,10.0,12.0,5.0,20.0,9.0,27.0
15770,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2018-11-01,SILIANA,BOUARADA,6427.228,1606.807,27.0,10.0,12.0,5.0,20.0,4.0
15721,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2018-12-01,SILIANA,BOUARADA,8034.035,1606.807,4.0,27.0,10.0,12.0,5.0,5.0
18000,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2018-12-01,SILIANA,BOUARADA,35333.111,1606.0504999999998,5.0,4.0,27.0,10.0,12.0,22.0
18541,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2019-01-01,SILIANA,BOUARADA,8026.47,1605.294,22.0,5.0,4.0,27.0,10.0,5.0
8694,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-01-01,SILIANA,BOUARADA,24079.41,1605.294,5.0,22.0,5.0,4.0,27.0,15.0
6305,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2019-01-01,SILIANA,BOUARADA,6421.176,1605.294,15.0,5.0,22.0,5.0,4.0,4.0
18543,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2019-02-01,SILIANA,BOUARADA,9631.764,1605.2939999999999,4.0,15.0,5.0,22.0,5.0,6.0
2174,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-02-01,SILIANA,BOUARADA,36921.762,1605.294,6.0,4.0,15.0,5.0,22.0,23.0
17391,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-03-01,SILIANA,BOUARADA,30500.586,1605.2939999999999,23.0,6.0,4.0,15.0,5.0,19.0
7946,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2019-03-01,SILIANA,BOUARADA,12842.352,1605.294,19.0,23.0,6.0,4.0,15.0,8.0
17347,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-04-01,SILIANA,BOUARADA,50125.2,1670.84,8.0,19.0,23.0,6.0,4.0,30.0
2444,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-05-01,SILIANA,BOUARADA,48454.36,1670.84,30.0,8.0,19.0,23.0,6.0,29.0
18597,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-06-01,SILIANA,BOUARADA,53466.88,1670.84,29.0,30.0,8.0,19.0,23.0,32.0
3900,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-07-01,SILIANA,BOUARADA,48424.946,1669.825724137931,32.0,29.0,30.0,8.0,19.0,29.0
8160,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,2019-07-01,SILIANA,BOUARADA,8343.695,1668.739,29.0,32.0,29.0,30.0,8.0,5.0
2487,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-08-01,SILIANA,BOUARADA,85105.689,1668.739,5.0,29.0,32.0,29.0,30.0,51.0
6443,SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,2019-09-01,SILIANA,BOUARADA,10012.434,1668.7389999999998,51.0,5.0,29.0,32.0,29.0,6.0
18808,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-09-01,SILIANA,BOUARADA,46724.692,1668.739,6.0,51.0,5.0,29.0,32.0,28.0
21376,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-10-01,SILIANA,BOUARADA,56737.126,1668.7389999999998,28.0,6.0,51.0,5.0,29.0,34.0
1311,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-11-01,SILIANA,BOUARADA,50062.17,1668.739,34.0,28.0,6.0,51.0,5.0,30.0
9563,GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,2019-12-01,SILIANA,BOUARADA,61743.343,1668.739,30.0,34.0,28.0,6.0,51.0,37.0
19085,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2018-01-01,NABEUL,BOUARGOUB,5399.555,1079.911,0.0,0.0,0.0,0.0,0.0,5.0
2757,GOULETTE,GASOIL,BOUARGOUB,2018-01-01,NABEUL,BOUARGOUB,361770.185,1079.911,5.0,0.0,0.0,0.0,0.0,335.0
4164,SKHIRA,GASOIL,BOUARGOUB,2018-02-01,NABEUL,BOUARGOUB,6479.466,1079.911,335.0,5.0,0.0,0.0,0.0,6.0
16373,GOULETTE,GASOIL,BOUARGOUB,2018-02-01,NABEUL,BOUARGOUB,95032.168,1079.911,6.0,335.0,5.0,0.0,0.0,88.0
11034,GOULETTE,GASOIL,BOUARGOUB,2018-02-01,NABEUL,BOUARGOUB,195463.891,1079.911,88.0,6.0,335.0,5.0,0.0,181.0
9743,GOULETTE,GASOIL,BOUARGOUB,2018-03-01,NABEUL,BOUARGOUB,305614.813,1079.911,181.0,88.0,6.0,335.0,5.0,283.0
142,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2018-03-01,NABEUL,BOUARGOUB,7559.377,1079.911,283.0,181.0,88.0,6.0,335.0,7.0
17888,SKHIRA,GASOIL,BOUARGOUB,2018-03-01,NABEUL,BOUARGOUB,52915.639,1079.911,7.0,283.0,181.0,88.0,6.0,49.0
5661,SKHIRA,GASOIL,BOUARGOUB,2018-04-01,NABEUL,BOUARGOUB,88808.561,1124.159,49.0,7.0,283.0,181.0,88.0,79.0
8473,GOULETTE,GASOIL,BOUARGOUB,2018-04-01,NABEUL,BOUARGOUB,296777.976,1124.159,79.0,49.0,7.0,283.0,181.0,264.0
4345,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2018-05-01,NABEUL,BOUARGOUB,3372.477,1124.1589999999999,264.0,79.0,49.0,7.0,283.0,3.0
1601,GOULETTE,GASOIL,BOUARGOUB,2018-05-01,NABEUL,BOUARGOUB,393455.65,1124.159,3.0,264.0,79.0,49.0,7.0,350.0
11218,SKHIRA,GASOIL,BOUARGOUB,2018-05-01,NABEUL,BOUARGOUB,119160.854,1124.159,350.0,3.0,264.0,79.0,49.0,106.0
15629,SKHIRA,GASOIL,BOUARGOUB,2018-06-01,NABEUL,BOUARGOUB,169748.009,1124.1589999999999,106.0,350.0,3.0,264.0,79.0,151.0
15603,GOULETTE,GASOIL,BOUARGOUB,2018-06-01,NABEUL,BOUARGOUB,35715.93,1190.531,151.0,106.0,350.0,3.0,264.0,30.0
13075,SKHIRA,GASOIL,BOUARGOUB,2018-06-01,NABEUL,BOUARGOUB,64288.674,1190.531,30.0,151.0,106.0,350.0,3.0,54.0
18475,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2018-06-01,NABEUL,BOUARGOUB,3571.593,1190.531,54.0,30.0,151.0,106.0,350.0,3.0
11531,GOULETTE,GASOIL,BOUARGOUB,2018-06-01,NABEUL,BOUARGOUB,67449.54,1124.1589999999999,3.0,54.0,30.0,151.0,106.0,60.0
1740,GOULETTE,GASOIL,BOUARGOUB,2018-07-01,NABEUL,BOUARGOUB,400018.416,1190.5310000000002,60.0,3.0,54.0,30.0,151.0,336.0
4497,SKHIRA,GASOIL,BOUARGOUB,2018-07-01,NABEUL,BOUARGOUB,41668.585,1190.531,336.0,60.0,3.0,54.0,30.0,35.0
19274,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2018-08-01,NABEUL,BOUARGOUB,8798.321,1256.903,35.0,336.0,60.0,3.0,54.0,7.0
4634,SKHIRA,GASOIL,BOUARGOUB,2018-08-01,NABEUL,BOUARGOUB,20239.027,1190.531,7.0,35.0,336.0,60.0,3.0,17.0
10091,GOULETTE,GASOIL,BOUARGOUB,2018-08-01,NABEUL,BOUARGOUB,434543.815,1190.531,17.0,7.0,35.0,336.0,60.0,365.0
10166,GOULETTE,GASOIL,BOUARGOUB,2018-09-01,NABEUL,BOUARGOUB,344781.324,1249.207695652174,365.0,17.0,7.0,35.0,336.0,276.0
7523,SKHIRA,GASOIL,BOUARGOUB,2018-09-01,NABEUL,BOUARGOUB,158369.778,1256.903,276.0,365.0,17.0,7.0,35.0,126.0
1994,SKHIRA,GASOIL,BOUARGOUB,2018-10-01,NABEUL,BOUARGOUB,292858.399,1256.9029999999998,126.0,276.0,365.0,17.0,7.0,233.0
2002,GOULETTE,GASOIL,BOUARGOUB,2018-10-01,NABEUL,BOUARGOUB,201104.48,1256.903,233.0,126.0,276.0,365.0,17.0,160.0
3409,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2018-10-01,NABEUL,BOUARGOUB,16339.739,1256.903,160.0,233.0,126.0,276.0,365.0,13.0
1571,GOULETTE,GASOIL,BOUARGOUB,2018-11-01,NABEUL,BOUARGOUB,340620.713,1256.903,13.0,160.0,233.0,126.0,276.0,271.0
7636,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2018-11-01,NABEUL,BOUARGOUB,7541.418,1256.903,271.0,13.0,160.0,233.0,126.0,6.0
12615,GOULETTE,GASOIL,BOUARGOUB,2018-12-01,NABEUL,BOUARGOUB,285210.25,1256.4328193832598,6.0,271.0,13.0,160.0,233.0,227.0
3114,SKHIRA,GASOIL,BOUARGOUB,2018-12-01,NABEUL,BOUARGOUB,27651.866,1256.903,227.0,6.0,271.0,13.0,160.0,22.0
8601,SKHIRA,GASOIL,BOUARGOUB,2019-01-01,NABEUL,BOUARGOUB,41425.23,1255.3100000000002,22.0,227.0,6.0,271.0,13.0,33.0
3139,GOULETTE,GASOIL,BOUARGOUB,2019-01-01,NABEUL,BOUARGOUB,166956.23,1255.3100000000002,33.0,22.0,227.0,6.0,271.0,133.0
15792,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2019-01-01,NABEUL,BOUARGOUB,41425.23,1255.3100000000002,133.0,33.0,22.0,227.0,6.0,33.0
5870,GOULETTE,GASOIL,BOUARGOUB,2019-02-01,NABEUL,BOUARGOUB,279934.13,1255.31,33.0,133.0,33.0,22.0,227.0,223.0
2167,SKHIRA,GASOIL,BOUARGOUB,2019-02-01,NABEUL,BOUARGOUB,7531.86,1255.31,223.0,33.0,133.0,33.0,22.0,6.0
6527,SKHIRA,GASOIL,BOUARGOUB,2019-03-01,NABEUL,BOUARGOUB,60254.88,1255.31,6.0,223.0,33.0,133.0,33.0,48.0
10737,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2019-03-01,NABEUL,BOUARGOUB,15063.72,1255.31,48.0,6.0,223.0,33.0,133.0,12.0
10632,GOULETTE,GASOIL,BOUARGOUB,2019-03-01,NABEUL,BOUARGOUB,188296.5,1255.31,12.0,48.0,6.0,223.0,33.0,150.0
4256,GOULETTE,GASOIL,BOUARGOUB,2019-04-01,NABEUL,BOUARGOUB,365292.964,1333.186,150.0,12.0,48.0,6.0,223.0,274.0
3736,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2019-05-01,NABEUL,BOUARGOUB,25330.534,1333.186,274.0,150.0,12.0,48.0,6.0,19.0
3553,GOULETTE,GASOIL,BOUARGOUB,2019-05-01,NABEUL,BOUARGOUB,205310.644,1333.186,19.0,274.0,150.0,12.0,48.0,154.0
14553,GOULETTE,GASOIL,BOUARGOUB,2019-06-01,NABEUL,BOUARGOUB,238640.294,1333.186,154.0,19.0,274.0,150.0,12.0,179.0
14805,BIZERTE CARBURANT,GASOIL,BOUARGOUB,2019-06-01,NABEUL,BOUARGOUB,5332.744,1333.186,179.0,154.0,19.0,274.0,150.0,4.0
5235,GOULETTE,GASOIL,BOUARGOUB,2019-07-01,NABEUL,BOUARGOUB,355650.842,1332.025625468165,4.0,179.0,154.0,19.0,274.0,267.0
21531,GOULETTE,GASOIL,BOUARGOUB,2019-08-01,NABEUL,BOUARGOUB,295476.006,1330.973,267.0,4.0,179.0,154.0,19.0,222.0
13408,GOULETTE,GASOIL,BOUARGOUB,2019-09-01,NABEUL,BOUARGOUB,278173.357,1330.9730000000002,222.0,267.0,4.0,179.0,154.0,209.0
9205,GOULETTE,GASOIL,BOUARGOUB,2019-10-01,NABEUL,BOUARGOUB,291483.087,1330.973,209.0,222.0,267.0,4.0,179.0,219.0
13610,GOULETTE,GASOIL,BOUARGOUB,2019-11-01,NABEUL,BOUARGOUB,271518.492,1330.9730000000002,219.0,209.0,222.0,267.0,4.0,204.0
4019,GOULETTE,GASOIL,BOUARGOUB,2019-12-01,NABEUL,BOUARGOUB,262201.681,1330.973,204.0,219.0,209.0,222.0,267.0,197.0
13701,BIZERTE CARBURANT,GASOIL 50,BOUARGOUB,2018-01-01,NABEUL,BOUARGOUB,45087.604,1326.106,0.0,0.0,0.0,0.0,0.0,34.0
4173,BIZERTE CARBURANT,GASOIL 50,BOUARGOUB,2018-02-01,NABEUL,BOUARGOUB,6630.53,1326.106,34.0,0.0,0.0,0.0,0.0,5.0
2844,SKHIRA,GASOIL 50,BOUARGOUB,2018-02-01,NABEUL,BOUARGOUB,23869.908,1326.106,5.0,34.0,0.0,0.0,0.0,18.0
100,BIZERTE CARBURANT,GASOIL 50,BOUARGOUB,2018-02-01,NABEUL,BOUARGOUB,13261.06,1326.106,18.0,5.0,34.0,0.0,0.0,10.0
19107,BIZERTE CARBURANT,GASOIL 50,BOUARGOUB,2018-03-01,NABEUL,BOUARGOUB,53044.24,1326.106,10.0,18.0,5.0,34.0,0.0,40.0
4286,BIZERTE CARBURANT,GASOIL 50,BOUARGOUB,2018-04-01,NABEUL,BOUARGOUB,52073.452,1370.354,40.0,10.0,18.0,5.0,34.0,38.0
8537,BIZERTE CARBURANT,GASOIL 50,BOUARGOUB,2018-05-01,NABEUL,BOUARGOUB,43851.328,1370.354,38.0,40.0,10.0,18.0,5.0,32.0
