CATPRD,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD)
CARBURANT,ZARZIS,GASOIL,206881,18-Mar,22,61,7559.377,7
CARBURANT,SKHIRA,GASOIL,154580,18-Feb,22,25,2159.822,2
CARBURANT,GOULETTE,GASOIL,563372,18-Mar,1,34,4319.644,4
CARBURANT,SKHIRA,GASOIL,435442,18-Feb,13,43,8639.288,8
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153800,18-Mar,11,13,62407.792,43
CARBURANT,GOULETTE,GASOIL,154740,18-Mar,11,54,60475.016,56
CARBURANT,GOULETTE,GASOIL,436322,18-Mar,12,23,6479.466,6
CARBURANT,SKHIRA,FOL,219041,18-Mar,23,36,23929.501,48.16
CARBURANT,SKHIRA,GASOIL,436122,18-Feb,11,6,6479.466,6
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155290,18-Mar,20,31,29026.88,20
CARBURANT,GOULETTE,GASOIL,209071,18-Mar,1,12,5399.555,5
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155720,18-Apr,3,97,104146.904,76
CARBURANT,SKHIRA,GASOIL,563741,18-Mar,18,38,15118.754,14
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153950,18-Jan,17,67,3978.318,3
CARBURANT,GOULETTE,GASOIL,155740,18-Mar,3,52,62634.838,58
CARBURANT,SKHIRA,GASOIL,228421,18-Mar,15,28,16198.665,15
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154520,18-Apr,4,11,69888.054,51
CARBURANT,SKHIRA,GASOIL,216491,18-Mar,15,16,69050.304,64
CARBURANT,SKHIRA,GASOIL,219921,18-Feb,17,13,4319.644,4
CARBURANT,ZARZIS,GASOIL,225001,18-Mar,22,14,20518.309,19
CARBURANT,SKHIRA,GASOIL,221761,18-Mar,20,16,53395.55,50
CARBURANT,SKHIRA,GASOIL,241350,18-Mar,14,8,12958.932,12
CARBURANT,SKHIRA,GASOIL,566001,18-Mar,21,40,5399.555,5
CARBURANT,GOULETTE,GASOIL,218751,18-Mar,4,10,68034.393,63
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155370,18-Apr,9,62,10453.527,7
CARBURANT,GOULETTE,GASOIL,201831,18-Feb,1,43,3239.733,3
CARBURANT,SKHIRA,GASOIL,150690,18-Mar,12,19,3239.733,3
CARBURANT,ZARZIS,GASOIL,203321,18-Mar,22,16,4319.644,4
CARBURANT,SKHIRA,GASOIL 50,153800,18-Mar,11,13,26522.12,20
CARBURANT,GOULETTE,GASOIL,154520,18-Apr,4,11,346240.972,308
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152440,18-Mar,14,6,18867.472,13
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,563841,18-Mar,1,90,39186.288,27
CARBURANT,BIZERTE CARBURANT,FOL,211491,18-Mar,23,37,12690.188,25.54
CARBURANT,SKHIRA,GASOIL,205691,18-Mar,12,19,33377.607,31
CARBURANT,SKHIRA,FOL,219041,18-Mar,22,25,11944.875,24.04
CARBURANT,BIZERTE CARBURANT,GASOIL 50,201541,18-Mar,14,27,7956.636,6
CARBURANT,GOULETTE,GASOIL,207461,18-Mar,10,31,8619.288,8
CARBURANT,SKHIRA,GASOIL,435712,18-Mar,20,15,10799.11,10
CARBURANT,BIZERTE CARBURANT,GASOIL,209531,18-Mar,6,40,19420.398,18
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154130,18-Mar,7,34,8708.064,6
CARBURANT,SKHIRA,GASOIL,437892,18-Mar,21,75,10799.11,10
CARBURANT,GOULETTE,GASOIL,205621,18-Mar,5,19,5399.555,5
CARBURANT,SKHIRA,FOL,207131,18-Apr,15,17,292515.95,549.56
CARBURANT,SKHIRA,GASOIL,153690,18-Apr,5,13,61828.745,55
CARBURANT,SKHIRA,GASOIL,226011,18-Mar,13,21,36648.974,34
CARBURANT,SKHIRA,GASOIL,150810,18-Apr,13,25,296777.976,264
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153560,18-Apr,16,35,158296.266,106
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153970,18-Apr,11,29,14933.61,10
CARBURANT,GOULETTE,GASOIL,155670,18-Apr,7,33,80939.448,72
CARBURANT,GOULETTE,GASOIL,207181,18-Apr,4,38,46090.519,41
CARBURANT,GOULETTE,GASOIL,672052,18-Mar,10,35,10799.11,10
CARBURANT,SKHIRA,GASOIL,221871,18-Apr,17,44,28103.975,25
CARBURANT,GOULETTE,GASOIL,153460,18-Apr,10,7,107919.264,96
CARBURANT,SKHIRA,GASOIL 50,430922,18-Mar,14,28,10608.848,8
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152860,18-Apr,14,25,100055.187,67
CARBURANT,GERANT POIT DE VENTE,GASOIL,562622,18-Feb,1,41,1079.911,1
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152370,18-Apr,17,18,29867.22,20
CARBURANT,SKHIRA,GASOIL,152640,18-Apr,17,67,240570.026,214
CARBURANT,SKHIRA,GASOIL,154740,18-Apr,11,54,119160.854,106
CARBURANT,SKHIRA,GASOIL 50,153210,18-Mar,16,44,23869.908,18
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154310,18-Apr,4,22,20907.054,14
CARBURANT,SKHIRA,GASOIL,206191,18-Apr,17,67,603673.383,537
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155020,18-Apr,1,58,973671.372,652
CARBURANT,BIZERTE CARBURANT,GASOIL,155570,18-Mar,15,38,5399.555,5
CARBURANT,BIZERTE CARBURANT,GASOIL,154670,18-Apr,6,8,31476.452,28
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,153920,18-Apr,6,38,8960.166,6
CARBURANT,GOULETTE,GASOIL,154450,18-Apr,3,52,234949.231,209
CARBURANT,SKHIRA,GASOIL,219041,18-Mar,17,67,2159.822,2
CARBURANT,GOULETTE,GASOIL,153640,18-May,3,36,274294.796,244
CARBURANT,GOULETTE,GASOIL,153650,18-May,2,94,242818.344,216
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155500,18-May,2,93,274778.424,184
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155430,19-Apr,4,30,140350.56,84
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155830,18-Nov,3,97,87899.557,59
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153340,18-Apr,16,15,8222.124,6
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155630,19-Apr,14,28,287384.48,172
CARBURANT,BIZERTE CARBURANT,GASOIL 50,152590,18-Apr,5,37,50703.098,37
CARBURANT,BIZERTE CARBURANT,GASOIL,153690,18-Apr,5,13,11241.59,10
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153690,18-Apr,5,13,49332.744,36
CARBURANT,BIZERTE CARBURANT,PETROLE,153170,18-Mar,22,3,2162.388,3
CARBURANT,SKHIRA,GASOIL,244620,18-Mar,2,61,33399.741,31
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153640,18-Apr,3,36,65776.992,48
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155300,18-Mar,7,23,8708.064,6
CARBURANT,BIZERTE CARBURANT,GASOIL 50,151140,18-Apr,1,75,58925.222,43
CARBURANT,BIZERTE CARBURANT,PETROLE,153820,18-Mar,4,48,2162.388,3
CARBURANT,GOULETTE,GASOIL,154260,18-May,1,47,245066.662,218
CARBURANT,ZARZIS,GASOIL,242340,18-May,23,36,83636.925,75
CARBURANT,ZARZIS,GASOIL 50,154620,18-Mar,21,22,7956.636,6
CARBURANT,SKHIRA,GASOIL,563741,18-Mar,19,44,6479.466,6
CARBURANT,BIZERTE CARBURANT,GASOIL,228171,18-Apr,6,45,11241.59,10
CARBURANT,BIZERTE CARBURANT,PETROLE,152580,18-Apr,9,50,2883.184,4
CARBURANT,GOULETTE,GASOIL 50,154990,19-Apr,24,17,65404.794,42
CARBURANT,BIZERTE CARBURANT,GASOIL 50,430102,18-Mar,14,28,13261.06,10
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155130,18-May,1,65,815375.106,546
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155740,19-Apr,3,52,198829.96,119
CARBURANT,SKHIRA,GASOIL,152800,18-Apr,14,13,248439.139,221
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,218501,18-Apr,1,92,5973.444,4
CARBURANT,BIZERTE CARBURANT,GASOIL,224851,18-Apr,14,8,5620.795,5
CARBURANT,BIZERTE CARBURANT,GASOIL,563741,18-Mar,8,1,6479.466,6
CARBURANT,GOULETTE,GASOIL,205541,18-May,14,1,39720.924,36
CARBURANT,SKHIRA,GASOIL,566001,18-Nov,12,77,3770.709,3
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152930,18-Apr,1,40,307632.366,206
CARBURANT,SKHIRA,GASOIL,154620,18-Apr,21,22,170872.168,152
CARBURANT,SKHIRA,GASOIL,154940,18-Apr,21,49,194479.507,173
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154820,18-Apr,15,98,5481.416,4
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155370,18-Apr,9,62,2986.722,2
CARBURANT,GOULETTE,GASOIL,201871,18-May,8,22,35829.088,32
CARBURANT,GOULETTE,GASOIL,152290,18-Apr,4,26,254059.934,226
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153670,18-Apr,21,5,23893.776,16
CARBURANT,GOULETTE,GASOIL,225271,18-Apr,3,15,35941.088,32
CARBURANT,SKHIRA,GASOIL 50,154420,18-Apr,1,83,6851.77,5
CARBURANT,GOULETTE,GASOIL,205541,18-Nov,16,2,17305.442,14
CARBURANT,ZARZIS,GASOIL,211441,18-May,23,37,35909.088,32
CARBURANT,BIZERTE CARBURANT,GASOIL,210681,18-May,6,8,96677.674,86
CARBURANT,ZARZIS,GASOIL 50,153350,18-Mar,16,8,7956.636,6
CARBURANT,GOULETTE,GASOIL,212821,18-Apr,3,15,42604.042,38
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,150990,18-Nov,18,42,4820.421,3
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153840,18-Apr,18,37,74668.05,50
CARBURANT,GOULETTE,GASOIL,244540,18-Apr,4,35,22443.18,20
CARBURANT,BIZERTE CARBURANT,GASOIL,209531,18-Apr,6,40,25832.657,23
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155830,18-Apr,3,53,141869.295,95
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155720,18-Apr,3,97,350939.835,235
CARBURANT,GOULETTE,GASOIL,205801,18-May,9,8,22413.18,20
CARBURANT,GOULETTE,GASOIL,244620,18-May,2,61,69542.858,62
CARBURANT,SKHIRA,GASOIL,154250,18-Apr,14,28,43842.201,39
CARBURANT,GOULETTE,GASOIL,244430,18-Mar,11,13,12931.932,12
CARBURANT,SKHIRA,FOL,244590,18-Apr,22,14,38483.337,72.3
CARBURANT,BIZERTE CARBURANT,GASOIL,154400,18-Apr,7,81,26979.816,24
CARBURANT,SKHIRA,GASOIL 50,153970,18-Apr,11,29,2740.708,2
CARBURANT,SKHIRA,GASOIL 50,153210,18-Apr,16,44,13703.54,10
CARBURANT,SKHIRA,GASOIL,244330,18-Apr,17,67,84236.925,75
CARBURANT,GOULETTE,GASOIL,670251,18-Apr,10,31,8993.272,8
CARBURANT,GOULETTE,GASOIL,152580,18-Apr,9,50,42718.042,38
CARBURANT,SKHIRA,FOL,200021,18-May,21,1,23835.185,44.78
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155460,18-Apr,19,45,20907.054,14
CARBURANT,SKHIRA,GASOIL,200011,18-Apr,23,65,195674.15,175
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153020,18-May,15,8,55254.357,37
CARBURANT,GOULETTE,GASOIL,155570,18-Apr,15,38,11241.59,10
CARBURANT,BIZERTE CARBURANT,FOL,211751,18-Mar,23,37,23770.5,47.84
CARBURANT,GOULETTE,GASOIL,154910,18-Nov,3,15,153342.166,122
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563841,18-Apr,1,90,57554.868,42
CARBURANT,BIZERTE CARBURANT,GASOIL 50,560102,18-May,2,53,2740.708,2
CARBURANT,SKHIRA,GASOIL,222891,18-Apr,21,37,33724.77,30
CARBURANT,GOULETTE,GASOIL,221761,18-May,10,14,16682.385,15
CARBURANT,SKHIRA,GASOIL,152290,18-May,4,26,35973.088,32
CARBURANT,ZARZIS,GASOIL,431371,18-Apr,22,8,34848.929,31
CARBURANT,GOULETTE,GASOIL,155630,18-May,14,28,123657.49,110
CARBURANT,BIZERTE CARBURANT,FOL,228421,18-May,15,28,104996.171,197.26
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155640,18-Apr,15,16,134402.49,90
CARBURANT,SKHIRA,GASOIL,225861,18-Apr,17,55,129706.444,116
CARBURANT,GOULETTE,GASOIL,202691,18-Apr,3,15,44886.36,40
CARBURANT,BIZERTE CARBURANT,GASOIL,201831,18-May,2,94,73070.335,65
CARBURANT,SKHIRA,GASOIL,201371,18-Apr,21,47,31476.452,28
CARBURANT,SKHIRA,GASOIL,218481,18-Apr,15,19,16847.385,15
CARBURANT,BIZERTE CARBURANT,GASOIL,154900,18-Apr,7,32,6744.954,6
CARBURANT,ZARZIS,GASOIL,437912,18-Apr,22,22,5620.795,5
CARBURANT,SKHIRA,GASOIL 50,218511,18-Apr,17,67,215145.578,157
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154730,18-May,14,14,63036.284,46
CARBURANT,SKHIRA,GASOIL 50,154820,18-Apr,15,98,4111.062,3
CARBURANT,SKHIRA,GASOIL 50,154280,18-May,17,67,58925.222,43
CARBURANT,SKHIRA,GASOIL,155600,18-Apr,3,17,38221.406,34
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,151470,18-Aug,22,47,319059.13,205
CARBURANT,SKHIRA,GASOIL,207231,18-May,18,71,349957.608,312
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155140,18-May,4,36,95924.78,70
CARBURANT,SKHIRA,GASOIL,206861,18-May,11,54,11241.59,10
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,437892,18-Apr,21,75,8960.166,6
CARBURANT,SKHIRA,GASOIL,225271,18-Apr,17,55,3369.477,3
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154340,18-May,17,55,32853.942,22
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153380,18-May,1,43,43851.328,32
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155020,18-May,1,58,276811.508,202
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,201831,18-Jul,1,92,18676.632,12
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,209721,18-May,17,67,22273.111,19
CARBURANT,SKHIRA,GASOIL,202131,18-May,17,67,212182.551,189
CARBURANT,GOULETTE,GASOIL,152510,18-May,2,91,192231.189,171
CARBURANT,GOULETTE,GASOIL,206041,18-Apr,2,53,29163.134,26
CARBURANT,BIZERTE CARBURANT,PETROLE,151860,18-May,6,17,23065.472,32
CARBURANT,GOULETTE,GASOIL,563372,18-Apr,1,34,4496.636,4
CARBURANT,BIZERTE CARBURANT,GASOIL,153130,18-May,10,31,58456.268,52
CARBURANT,SKHIRA,GASOIL,154980,18-May,16,13,193355.348,172
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155050,18-May,23,37,19413.693,13
CARBURANT,SKHIRA,GASOIL,155050,18-May,23,37,12365.749,11
CARBURANT,SKHIRA,GASOIL,155370,18-Apr,9,62,20234.862,18
CARBURANT,GOULETTE,GASOIL,566001,18-Apr,10,35,3372.477,3
CARBURANT,SKHIRA,GASOIL,211421,18-May,15,30,492381.642,438
CARBURANT,ZARZIS,GASOIL,563741,18-Apr,23,56,34848.929,31
CARBURANT,SKHIRA,GASOIL 50,153420,18-May,11,50,32888.496,24
CARBURANT,SKHIRA,GASOIL,435552,18-Apr,18,34,23607.339,21
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153750,18-May,6,62,23296.018,17
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155380,18-May,2,12,49332.744,36
CARBURANT,SKHIRA,GASOIL,563011,18-Apr,1,43,16862.385,15
CARBURANT,SKHIRA,GASOIL,218541,18-Apr,23,93,104036.961,93
CARBURANT,SKHIRA,FOL,244330,18-Apr,17,29,16553.69,31.1
CARBURANT,GOULETTE,GASOIL,563012,18-Apr,1,43,13489.908,12
CARBURANT,GOULETTE,GASOIL,567832,18-Apr,3,54,17986.544,16
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154820,18-May,15,28,5973.444,4
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155420,18-Dec,12,77,17671.851,11
CARBURANT,SKHIRA,GASOIL,222891,18-May,21,37,46090.519,41
CARBURANT,GOULETTE,GASOIL,155270,18-May,3,16,91056.879,81
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152580,18-Nov,9,50,22495.298,14
CARBURANT,BIZERTE CARBURANT,GASOIL,201541,18-Apr,14,27,2244.318,2
CARBURANT,GOULETTE,GASOIL,205301,18-May,2,93,26919.816,24
CARBURANT,BIZERTE CARBURANT,PETROLE,150750,18-May,12,1,18740.696,26
CARBURANT,BIZERTE CARBURANT,GASOIL,154000,18-Apr,4,35,4496.636,4
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155470,18-May,17,16,5973.444,4
CARBURANT,SKHIRA,GASOIL 50,155550,18-May,19,81,8222.124,6
CARBURANT,SKHIRA,GASOIL,205541,18-May,15,28,26480.616,24
CARBURANT,SKHIRA,GASOIL,152640,18-May,17,67,230452.595,205
CARBURANT,ZARZIS,SSP SUPER SANS PLOMB,151470,18-Apr,22,47,4480.083,3
CARBURANT,GOULETTE,GASOIL,226361,18-May,3,97,37097.247,33
CARBURANT,SKHIRA,GASOIL,563741,18-Apr,20,15,34848.929,31
CARBURANT,BIZERTE CARBURANT,FOL,226231,18-Aug,5,34,28457.027,49.36
CARBURANT,SKHIRA,GASOIL,205951,18-May,17,25,2242.318,2
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154110,18-May,4,2,77654.772,52
CARBURANT,BIZERTE CARBURANT,GASOIL 50,152860,18-May,14,25,52073.452,38
CARBURANT,ZARZIS,GASOIL 50,153170,18-May,22,3,31518.142,23
CARBURANT,SKHIRA,GASOIL,200861,18-Dec,16,1,792702.764,631
CARBURANT,ZARZIS,GASOIL 50,563741,18-Aug,22,25,58905.766,41
CARBURANT,GOULETTE,GASOIL,214481,18-Jul,4,21,36766.961,31
CARBURANT,GOULETTE,GASOIL,205541,18-Jul,14,28,214060.773,183
CARBURANT,SKHIRA,GASOIL,209351,18-Apr,17,67,12349.249,11
CARBURANT,BIZERTE CARBURANT,GASOIL,218401,18-May,6,40,179865.44,160
CARBURANT,BIZERTE CARBURANT,GASOIL 50,151770,18-May,14,28,61665.93,45
CARBURANT,GOULETTE,GASOIL,205171,18-Jul,14,9,38064.992,32
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,437912,18-May,22,14,8960.166,6
CARBURANT,SKHIRA,GASOIL,202791,18-May,22,95,4488.636,4
CARBURANT,SKHIRA,GASOIL,207231,18-May,18,64,33649.77,30
CARBURANT,BIZERTE CARBURANT,FOL,205671,18-Apr,6,15,13267.407,24.94
CARBURANT,SKHIRA,GASOIL,205121,18-Apr,16,2,26919.816,24
CARBURANT,GOULETTE,GASOIL,244620,18-May,7,33,22433.18,20
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153800,18-Aug,11,13,60699.054,39
CARBURANT,ZARZIS,GASOIL,210041,18-May,22,14,65322.381,59
CARBURANT,GOULETTE,GASOIL,247050,18-May,12,1,5620.795,5
CARBURANT,SKHIRA,GASOIL,206871,18-May,21,1,191107.03,170
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153880,18-May,21,1,28373.859,19
CARBURANT,GERANT POIT DE VENTE,GASOIL,566001,18-Mar,1,98,2159.822,2
CARBURANT,SKHIRA,GASOIL,150990,18-May,18,42,156258.101,139
CARBURANT,SKHIRA,GASOIL,435582,18-Apr,11,13,5620.795,5
CARBURANT,SKHIRA,GASOIL,154250,18-Nov,14,28,7541.418,6
CARBURANT,GOULETTE,GASOIL,154470,18-Dec,18,34,25138.06,20
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,435582,18-May,11,13,7466.805,5
CARBURANT,SKHIRA,GASOIL,214701,18-May,21,1,11241.59,10
CARBURANT,SKHIRA,GASOIL 50,563741,18-May,15,5,9592.478,7
CARBURANT,ZARZIS,GASOIL,242340,18-Apr,23,36,17842.544,16
CARBURANT,BIZERTE CARBURANT,PETROLE,154520,18-May,4,11,19461.492,27
CARBURANT,GOULETTE,GASOIL,205561,18-May,15,5,3370.227,3
CARBURANT,SKHIRA,GASOIL,209141,18-May,21,1,274575.432,248
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154970,18-May,9,8,8960.166,6
CARBURANT,SKHIRA,GASOIL 50,155630,18-Jul,14,28,25861.068,18
CARBURANT,SKHIRA,GASOIL,155650,18-Jul,16,35,141673.189,119
CARBURANT,GOULETTE,GASOIL,200981,18-May,8,22,16824.885,15
CARBURANT,BIZERTE CARBURANT,GASOIL,206081,18-Aug,1,42,11898.17,10
CARBURANT,GOULETTE,GASOIL,561792,18-Mar,3,54,7559.377,7
CARBURANT,SKHIRA,GASOIL,209531,18-May,17,55,22463.18,20
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,229921,18-May,3,36,31651.263,27
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153940,18-Dec,22,22,57816.305,36
CARBURANT,GOULETTE,GASOIL,200801,18-May,5,37,39345.565,35
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,153570,18-May,10,3,13440.249,9
CARBURANT,SKHIRA,FOL,244430,18-May,20,15,9325.423,17.52
CARBURANT,SKHIRA,GASOIL,219041,18-May,21,49,11241.59,10
CARBURANT,BIZERTE CARBURANT,GASOIL,151560,18-May,4,42,4496.636,4
CARBURANT,SKHIRA,GASOIL,209361,18-May,17,55,20207.862,18
CARBURANT,TABARKA,GASOIL 50,227981,18-Mar,1,92,509.251,0.367
CARBURANT,DJERBA,GASOIL,219041,18-Mar,1,43,4727.106,4.148
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153240,18-May,4,21,84961.948,62
CARBURANT,GOULETTE,GASOIL,563741,18-Jul,1,75,17857.965,15
CARBURANT,SKHIRA,GASOIL,207231,18-Jul,18,37,124743.255,105
CARBURANT,GOULETTE,GASOIL,566001,18-May,4,23,3372.477,3
CARBURANT,SKHIRA,GASOIL 50,206711,18-May,1,13,8222.124,6
CARBURANT,SKHIRA,FOL,207232,18-Jul,18,42,124730.705,216.84
CARBURANT,SKHIRA,GASOIL,153650,18-May,2,94,13489.908,12
CARBURANT,SKHIRA,GASOIL,206711,18-May,1,13,93305.197,83
CARBURANT,SKHIRA,GASOIL,153630,18-May,12,28,46090.519,41
CARBURANT,BIZERTE CARBURANT,GASOIL,225751,18-May,6,15,13489.908,12
CARBURANT,SKHIRA,GASOIL,153780,18-May,5,25,125681.808,112
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153630,18-May,12,28,34347.303,23
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,241121,18-May,4,24,4689.076,4
CARBURANT,GOULETTE,GASOIL,226021,18-May,3,38,7869.113,7
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154630,18-May,19,46,17920.332,12
CARBURANT,SKHIRA,GASOIL 50,154630,18-May,19,46,13703.54,10
CARBURANT,SKHIRA,GASOIL 50,155590,18-May,17,67,49332.744,36
CARBURANT,BIZERTE CARBURANT,PETROLE,150990,18-May,18,42,3603.98,5
CARBURANT,BIZERTE CARBURANT,PETROLE,155090,18-May,13,12,2162.388,3
CARBURANT,SKHIRA,GASOIL 50,201742,18-May,23,69,27207.08,20
CARBURANT,SKHIRA,GASOIL,200691,18-May,12,15,10117.431,9
CARBURANT,SKHIRA,GASOIL,207511,18-May,14,1,11241.59,10
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,150460,18-May,23,37,7466.805,5
CARBURANT,SKHIRA,GASOIL,219041,18-May,22,25,5620.795,5
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,563741,18-Apr,6,1,7466.805,5
CARBURANT,BIZERTE CARBURANT,FOL,211641,18-Apr,6,3,52247.742,98.4
CARBURANT,ZARZIS,GASOIL 50,207724,18-May,22,25,5481.416,4
CARBURANT,GOULETTE,GASOIL,208231,18-May,4,24,7851.613,7
CARBURANT,SKHIRA,GASOIL,203181,18-Apr,19,44,11241.59,10
CARBURANT,ZARZIS,GASOIL,210041,18-May,22,99,11071.59,10
CARBURANT,BIZERTE CARBURANT,GASOIL,672312,18-Apr,6,1,15738.226,14
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,229821,18-Apr,17,37,7033.614,6
CARBURANT,SKHIRA,GASOIL,228421,18-May,15,28,13489.908,12
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,206351,18-May,3,54,7033.614,6
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,150750,18-Apr,12,1,5973.444,4
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,213741,18-May,1,63,11710.44,8
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153570,18-May,10,3,5973.444,4
CARBURANT,SKHIRA,GASOIL,435562,18-May,16,2,6744.954,6
CARBURANT,SKHIRA,GASOIL,219041,18-May,17,1,3372.477,3
CARBURANT,GOULETTE,GASOIL,153550,18-May,8,1,15738.226,14
CARBURANT,TABARKA,GASOIL 50,227981,18-Apr,1,92,402.351,0.281
CARBURANT,SKHIRA,GASOIL,229391,18-May,14,28,11241.59,10
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155770,18-Dec,6,40,72979.025,49
CARBURANT,SKHIRA,GASOIL 50,437922,18-May,12,15,20555.31,15
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153990,18-Dec,2,13,199575.748,134
CARBURANT,SKHIRA,FOL,209372,19-Jan,18,48,861097.737,1373.32
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154000,18-Dec,4,35,75957.078,51
CARBURANT,BIZERTE CARBURANT,GASOIL,672442,18-Dec,6,5,2513.806,2
CARBURANT,SKHIRA,FOL,226421,19-Jan,23,97,212095.362,337.56
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152290,18-Dec,4,26,41776.982,26
CARBURANT,SKHIRA,GASOIL,225951,18-Apr,14,28,11241.59,10
CARBURANT,GOULETTE,GASOIL,437862,18-Dec,17,67,6284.515,5
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,153240,18-May,4,21,14933.61,10
CARBURANT,SKHIRA,GASOIL 50,153560,18-Sep,16,35,154729.204,104
CARBURANT,SKHIRA,GASOIL,153560,18-Sep,16,35,1007434.693,803
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153560,18-Sep,16,35,195627.086,122
CARBURANT,BIZERTE CARBURANT,GASOIL,290549,18-Apr,6,17,8987.272,8
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152290,18-Dec,4,26,197569.176,123
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155880,18-Dec,17,67,161969.663,97
CARBURANT,SKHIRA,GASOIL 50,151330,18-Sep,18,34,126369.47,85
CARBURANT,GOULETTE,GASOIL,201691,18-Dec,4,11,62845.15,50
CARBURANT,GOULETTE,GASOIL,670051,18-Dec,8,33,25138.06,20
