NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
SKHIRA,GASOIL,TOZEUR VILLE,19-Oct,TOZEUR,TOZEUR,147738.003,111.0,1330.973
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BORJ EL AMRI,19-Jul,MANOUBA,BORJ EL AMRI,6220.176,4.0,1555.044
SKHIRA,GASOIL,SIDI BOUZID,19-Oct,SIDI BOUZID,SIDI BOUZID,290152.114,218.0,1330.973
SKHIRA,GASOIL,CITE EL HABIB - SFAX GPL,19-Oct,SFAX,SFAX,235582.221,177.0,1330.973
SKHIRA,GASOIL,TOZEUR ,19-Oct,TOZEUR,TOZEUR,169033.571,127.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,EL FAOUR,19-Oct,KEBILI,ELFAOUAR,23325.66,15.0,1555.044
SKHIRA,GASOIL,REJICHE,19-Oct,MAHDIA,REJICHE,85182.272,64.0,1330.973
SKHIRA,GASOIL,B.A.B KHELIFA,19-Oct,SFAX,BIR ALI BEN KHELIFA,173026.49,130.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,EL FAOUR,19-Oct,KEBILI,ELFAOUAR,40049.736,24.0,1668.7389999999998
GOULETTE,GAZOIL SANS SOUFRE,OUERDANINE,19-Oct,MONASTIR,EL OUERDANINE,6220.176,4.0,1555.044
SKHIRA,GASOIL,SIDI AICH,19-Oct,GAFSA,SIDI IICH,55900.866,42.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,NAFTA,19-Oct,TOZEUR,NEFTA,34210.968,22.0,1555.044
GOULETTE,GAZOIL SANS SOUFRE,DJEBEL JELLOUD,19-Nov,TUNIS,JEBEL JELLOUD,35766.012,23.0,1555.044
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,S. KHELIFA pk72 ,19-Nov,SOUSSE,SIDI KHLIFA,65311.848,42.0,1555.044
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,CITE OLYMPIQUE,19-Nov,TUNIS,CITE ELKHADRA,164834.664,106.0,1555.044
GOULETTE,GASOIL,BEN AROUS MC 34,19-Nov,BEN AROUS,BEN AROUS,370010.494,278.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,KORBA,19-Nov,NABEUL,KORBA,266998.24,160.0,1668.739
GOULETTE,GASOIL,JENDOUBA GP17,19-Nov,JENDOUBA,JENDOUBA,69210.596,52.0,1330.9730000000002
GOULETTE,GASOIL,MNIHLA 2,19-Nov,ARIANA,M'NIHLA,219610.545,165.0,1330.9730000000002
GOULETTE,SSP SUPER SANS PLOMB,HAMMAM SOUSSE,19-Nov,SOUSSE,HAMMAM SOUSSE,443884.574,266.0,1668.739
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,FOUCHANA,19-Nov,BEN AROUS,FOUCHANA,7775.22,5.0,1555.044
SKHIRA,GASOIL,SIDGHEYNE,19-Oct,MEDENINE,HOUMT SOUK,46584.055,35.0,1330.973
SKHIRA,GASOIL,MEDNINE,19-Oct,MEDENINE,MEDENINE,42591.136,32.0,1330.973
ZARZIS,GASOIL,TATAOUINE,19-Nov,TATAOUINE,TATAOUINE,134428.273,101.0,1330.973
ZARZIS,GAZOIL SANS SOUFRE,TATAOUINE,19-Nov,TATAOUINE,TATAOUINE,46651.32,30.0,1555.044
SKHIRA,GASOIL,ZARZIS,19-Oct,MEDENINE,ZARZIS,34605.298,26.0,1330.9730000000002
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,RAF RAF,19-Nov,BIZERTE,RAF RAF,31100.88,20.0,1555.044
GOULETTE,GAZOIL SANS SOUFRE,EL MOUROUJ 3,19-Nov,BEN AROUS,BIR EL KASSAA,69976.98,45.0,1555.044
GOULETTE,GAZOIL SANS SOUFRE,MNIHLA,19-Nov,ARIANA,M'NIHLA,27990.792,18.0,1555.044
GOULETTE,GASOIL,EL MOUROUJ,19-Nov,BEN AROUS,BIR EL KASSAA,311447.682,234.0,1330.973
GOULETTE,GASOIL,EL FAHS,19-Nov,ZAGHOUAN,EL FAHS,441883.036,332.0,1330.973
GOULETTE,GASOIL,AV REPUBLIQUE,19-Dec,TUNIS,TUNIS VILLE,147738.003,111.0,1330.973
GOULETTE,GASOIL,HAFFOUZ,19-Nov,KAIROUAN,HAFFOUZ,214286.653,161.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,M.DAR BEL OUER,19-Nov,SOUSSE,MENZEL DAR BEL OUAER,20215.572,13.0,1555.044
GOULETTE,GAZOIL SANS SOUFRE,KANTAOUI,19-Dec,SOUSSE,HAMMAM SOUSSE,77752.2,50.0,1555.044
ZARZIS,GAZOIL SANS SOUFRE,EL KANTRA,19-Nov,MEDENINE,ZARZIS,37321.056,24.0,1555.044
ZARZIS,GASOIL,TATAOUINE 2,19-Nov,TATAOUINE,TATAOUINE,86513.245,65.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,EZZOUHOUR,19-Dec,TUNIS,EZZOUHOUR,308716.715,185.0,1668.739
SKHIRA,GAZOIL SANS SOUFRE,MEDNINE,19-Oct,MEDENINE,MEDENINE,9330.264,6.0,1555.044
GOULETTE,GASOIL,SIDI ALOUENE,19-Nov,MAHDIA,SIDI ALOUANE,26619.46,20.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,ARIANA,19-Nov,ARIANA,ARIANA,71532.024,46.0,1555.044
GOULETTE,GAZOIL SANS SOUFRE,GROMBALIA,19-Dec,NABEUL,GROMBALIA,88637.508,57.0,1555.044
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,GRIAAT N. PK29,19-Nov,BEJA,MEDJEZ EL BAB,24880.704,16.0,1555.044
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,OUCHTATA,19-Nov,BEJA,OUECHTATA,31706.041,19.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,EL MRAZKA,19-Nov,NABEUL,HAMMAMET,255317.067,153.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,AV MOHAMED 5,19-Nov,TUNIS,TUNIS VILLE,335416.539,201.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ 3,19-Dec,BEN AROUS,BIR EL KASSAA,402166.099,241.0,1668.739
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BEN AROUS MC 34,19-Nov,BEN AROUS,BEN AROUS,29545.836,19.0,1555.044
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,SAHLOUL,19-Nov,SOUSSE,SOUSSE,17105.484,11.0,1555.044
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,MONASTIR,19-Nov,MONASTIR,MONASTIR,34210.968,22.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,BIR MCHERGA,19-Dec,ZAGHOUAN,BIR MCHERGUA,138505.337,83.0,1668.739
GOULETTE,GAZOIL SANS SOUFRE,EL BATEN,19-Nov,KAIROUAN,EL BATEN,12440.352,8.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,SIDI BENNOUR,19-Dec,MONASTIR,SIDI BEN NOUR,141842.815,85.0,1668.739
GOULETTE,GASOIL,EL MRAZKA,19-Dec,NABEUL,HAMMAMET,142414.111,107.0,1330.973
GOULETTE,APG AGILIX PREMIUM GAS.,FOUCHANA,19-Nov,BEN AROUS,FOUCHANA,5121.24,3.0,1707.08
GOULETTE,SSP SUPER SANS PLOMB,SIDI BOUSAID,19-Dec,TUNIS,SIDI BOUSAID,298704.281,179.0,1668.739
GOULETTE,APS AGILIX PREMIUM ESS.,NABEUL,19-Nov,NABEUL,NABEUL,5464.536,3.0,1821.512
BIZERTE CARBURANT,GASOIL,ZARZOUNA,19-Dec,BIZERTE,ZARZOUNA,141083.138,106.0,1330.973
SKHIRA,GASOIL,EL BDERNA,19-Nov,SFAX,EL BDARNA,427242.333,321.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,PORT DE SFAX,19-Nov,SFAX,SFAX,121817.947,73.0,1668.739
SKHIRA,GASOIL,KEBILI,19-Nov,KEBILI,KEBILI,177019.409,133.0,1330.9730000000002
SKHIRA,SSP SUPER SANS PLOMB,EL JEM,19-Nov,MAHDIA,EL JEM,193573.724,116.0,1668.7389999999998
SKHIRA,SSP SUPER SANS PLOMB,HASSI AMOR,19-Nov,MEDENINE,HASSI AMOR,50062.17,30.0,1668.739
SKHIRA,GASOIL,SIDI BOUZID,19-Nov,SIDI BOUZID,SIDI BOUZID,344722.007,259.0,1330.973
SKHIRA,GASOIL,REJICHE,19-Nov,MAHDIA,REJICHE,91837.137,69.0,1330.973
SKHIRA,GASOIL,HAJEB EL AYOUN,19-Nov,KAIROUAN,HAJEB EL AYOUN,169033.571,127.0,1330.973
SKHIRA,GASOIL,DEGACHE,19-Nov,TOZEUR,DEGACHE,66548.65,50.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,C.O. ASKAR,19-Nov,SIDI BOUZID,CABELET OUELED ASKER,24880.704,16.0,1555.044
SKHIRA,SSP SUPER SANS PLOMB,MOULARES,19-Nov,GAFSA,MOULARES,81768.211,49.0,1668.7389999999998
SKHIRA,GASOIL,SFAX GP1,19-Nov,SFAX,SFAX,61466.812,44.0,1396.973
SKHIRA,SSP SUPER SANS PLOMB,OUEDHREF,19-Nov,GABES,OUEDHREF,65080.821,39.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,S. LAHED .K,19-Nov,KEBILI,SOUK LAHAD,60074.604,36.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF,19-Nov,MAHDIA,KSOUR ESSAF,8343.695,5.0,1668.739
SKHIRA,GASOIL,SBEITLA,19-Nov,KASSERINE,SBEITLA,81189.353,61.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,M. HAYET PK156,19-Nov,MONASTIR,MENZEL EL HAYET,20024.868,12.0,1668.7389999999998
SKHIRA,SSP SUPER SANS PLOMB,BEN GUERDANE,19-Nov,MEDENINE,BEN GUERDENE,65080.821,39.0,1668.739
GOULETTE,GAZOIL SANS SOUFRE,SOUSSE REPUB,19-Dec,SOUSSE,SOUSSE,23325.66,15.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,M. HAYET PK156,19-Dec,MONASTIR,MENZEL EL HAYET,213598.592,128.0,1668.739
SKHIRA,GASOIL,GHRAIBA,19-Dec,SFAX,GHREIBA,167702.598,126.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,BOUMHEL,19-Dec,BEN AROUS,BOUMHAL,77752.2,50.0,1555.044
GOULETTE,GASOIL,AV. HEDI SAIDI,19-Dec,TUNIS,TUNIS VILLE,67879.623,51.0,1330.9730000000002
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,MNIHLA 2,19-Oct,ARIANA,M'NIHLA,9330.264,6.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,KEBILI,19-Dec,KEBILI,KEBILI,87082.464,56.0,1555.044
SKHIRA,GASOIL,MEKNASSY,19-Dec,SIDI BOUZID,MEKNASSY,208962.761,157.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,B.A.B KHELIFA,19-Dec,SFAX,BIR ALI BEN KHELIFA,78430.733,47.0,1668.7389999999998
SKHIRA,GASOIL,M.BOUZAIENE,19-Dec,SIDI BOUZID,MENZEL BOUZAIENE,61224.758,46.0,1330.973
SKHIRA,GASOIL,NASRALLAH,19-Dec,KAIROUAN,SIDI ALI BEN NASRALL,110470.759,83.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,MOKNINE,19-Dec,MONASTIR,MOKNINE,62201.76,40.0,1555.044
GOULETTE,GASOIL,BENI KHALLED,19-Dec,NABEUL,BENI-KHALED,118456.597,89.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,TAHLA,19-Dec,KASSERINE,THALA,33374.78,20.0,1668.739
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,RAS DJEBEL,19-Dec,BIZERTE,RAS DJEBEL,105130.557,63.0,1668.739
SKHIRA,GAZOIL SANS SOUFRE,MENZEL M'HIRI,19-Dec,KAIROUAN,MENZEL M'HIRI,7775.22,5.0,1555.044
GOULETTE,APS AGILIX PREMIUM ESS.,GAMMARTH,19-Dec,TUNIS,GAMMARTH,10929.072,6.0,1821.512
GOULETTE,SSP SUPER SANS PLOMB,EL BATEN,19-Dec,KAIROUAN,EL BATEN,45055.953,27.0,1668.739
SKHIRA,GASOIL,SFAX TENIOUR,19-Dec,SFAX,SFAX,127773.408,96.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,LE SERS,19-Dec,LE KEF,LE SERS,24880.704,16.0,1555.044
SKHIRA,GASOIL,CITE EL MOEZ  SFAX,19-Dec,SFAX,SFAX,138421.192,104.0,1330.9730000000002
SKHIRA,GASOIL,ZARZIS,19-Nov,MEDENINE,ZARZIS,3992.919,3.0,1330.973
SKHIRA,GASOIL,EL JEM PK192,19-Dec,MAHDIA,EL JEM,202307.896,152.0,1330.973
SKHIRA,GASOIL,KSOUR ESSEF,19-Dec,MAHDIA,KSOUR ESSAF,55900.866,42.0,1330.973
GOULETTE,APS AGILIX PREMIUM ESS.,KAIROUAN,19-Dec,KAIROUAN,KAIROUAN,5464.536,3.0,1821.512
SKHIRA,GAZOIL SANS SOUFRE,M.BOUZAIENE,19-Dec,SIDI BOUZID,MENZEL BOUZAIENE,13995.396,9.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,KSAR SAID,18-Feb,TUNIS,KSAR SAID,94337.36,65.0,1451.344
BIZERTE CARBURANT,GASOIL 50,TOZEUR ,18-Feb,TOZEUR,TOZEUR,6630.53,5.0,1326.106
GOULETTE,GASOIL,DEN DEN ,18-Feb,MANOUBA,DENDEN,36716.974,34.0,1079.911
SKHIRA,SSP SUPER SANS PLOMB,METLAOUI,18-Jan,GAFSA,METLAOUI,142231.712,98.0,1451.344
SKHIRA,GASOIL,S. KHELIFA pk72 ,18-Jan,SOUSSE,SIDI KHLIFA,132829.053,123.0,1079.911
GOULETTE,SSP SUPER SANS PLOMB,M. SALEM,18-Feb,NABEUL,EL HAOUARIA,27575.536,19.0,1451.344
GOULETTE,SSP SUPER SANS PLOMB,BORJ CEDRIA,18-Feb,BEN AROUS,BORJ CEDRIA,146585.744,101.0,1451.344
GOULETTE,SSP SUPER SANS PLOMB,GROMBALIA,18-Feb,NABEUL,GROMBALIA,66761.824,46.0,1451.3439999999998
GOULETTE,SSP SUPER SANS PLOMB,BEN AROUS MC 34,18-Feb,BEN AROUS,BEN AROUS,107399.456,74.0,1451.344
GOULETTE,GASOIL,TOZOGHRANE,18-Feb,NABEUL,TOZGRANE,161986.65,150.0,1079.911
BIZERTE CARBURANT,GASOIL 50,REJICHE,18-Feb,MAHDIA,REJICHE,7956.636,6.0,1326.106
SKHIRA,GASOIL 50,EL BDERNA,18-Jan,SFAX,EL BDARNA,54370.346,41.0,1326.106
BIZERTE CARBURANT,GASOIL 50,BIR EL KASSA,18-Feb,BEN AROUS,BIR EL KASSAA,38457.074,29.0,1326.106
BIZERTE CARBURANT,GASOIL 50,GAFSA Rte DE TOZ.,18-Feb,GAFSA,GAFSA,5304.424,4.0,1326.106
GOULETTE,GASOIL,BIR MCHERGA,18-Feb,ZAGHOUAN,BIR MCHERGUA,265658.106,246.0,1079.911
GOULETTE,GASOIL,MSAKEN,18-Feb,SOUSSE,M'SAKEN,169546.027,157.0,1079.911
GOULETTE,GASOIL,S.A. BOUKHTIOUA,18-Feb,ARIANA,RAOUED,295895.614,274.0,1079.911
GOULETTE,GASOIL,KSAR HELAL,18-Feb,MONASTIR,KSAR HELLAL,16198.665,15.0,1079.911
BIZERTE CARBURANT,GASOIL 50,DEN DEN ,18-Feb,MANOUBA,DENDEN,34478.756,26.0,1326.106
ZARZIS,GASOIL,SIDGHEYNE,18-Feb,MEDENINE,HOUMT SOUK,32397.33,30.0,1079.911
SKHIRA,GASOIL 50,KANTAOUI,18-Mar,SOUSSE,HAMMAM SOUSSE,34478.756,26.0,1326.106
GOULETTE,SSP SUPER SANS PLOMB,C.B.Ammar,18-Mar,ARIANA,CEBALET B AMMAR,249631.168,172.0,1451.344
GOULETTE,GASOIL,BEJA,18-Mar,BEJA,BEJA,257018.818,238.0,1079.911
GOULETTE,GASOIL,GAMMARTH,18-Mar,TUNIS,GAMMARTH,215982.2,200.0,1079.911
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ 3,18-Mar,BEN AROUS,EL MOUROUJ,217701.6,150.0,1451.344
GOULETTE,SSP SUPER SANS PLOMB,BOU SALEM,18-Mar,JENDOUBA,BOUSALEM,134974.992,93.0,1451.344
BIZERTE CARBURANT,GASOIL 50,EL BATEN,18-Feb,KAIROUAN,EL BATEN,5304.424,4.0,1326.106
SKHIRA,SSP SUPER SANS PLOMB,EL GUETAR,18-Jan,GAFSA,EL GUETAR,37734.944,26.0,1451.344
BIZERTE CARBURANT,GASOIL 50,EL FAHS,18-Jan,ZAGHOUAN,EL FAHS,29174.332,22.0,1326.106
BIZERTE CARBURANT,GASOIL 50,GROMBALIA,18-Jan,NABEUL,GROMBALIA,82218.572,62.0,1326.106
SKHIRA,GASOIL,Rte SIDI MANSOUR,18-Jan,SFAX,SFAX,48595.995,45.0,1079.911
SKHIRA,GASOIL,ENNADHOUR,18-Jan,ZAGHOUAN,NADOUR,114470.566,106.0,1079.911
SKHIRA,GASOIL,REJICHE,18-Jan,MAHDIA,REJICHE,114470.566,106.0,1079.911
SKHIRA,GASOIL 50,REJICHE,18-Jan,MAHDIA,REJICHE,46413.71,35.0,1326.106
GOULETTE,GASOIL,ZAGHOUAN,18-Jan,ZAGHOUAN,ZAGHOUAN,252699.174,234.0,1079.911
GOULETTE,GASOIL,MNIHLA,18-Jan,ARIANA,M'NIHLA,203023.268,188.0,1079.911
GOULETTE,GASOIL,EL MOUROUJ,18-Jan,BEN AROUS,BIR EL KASSAA,210582.645,195.0,1079.911
SKHIRA,GASOIL 50,EL HAMMA,18-Jan,GABES,EL HAMMA,75588.042,57.0,1326.106
BIZERTE CARBURANT,GASOIL 50,TABARKA,18-Jan,JENDOUBA,TABARKA,25196.014,19.0,1326.106
BIZERTE CARBURANT,GASOIL 50,KSAR SAID,18-Jan,TUNIS,KSAR SAID,87522.996,66.0,1326.106
SKHIRA,GASOIL,SFAX TENIOUR,18-Jan,SFAX,SFAX,76673.681,71.0,1079.911
GOULETTE,GASOIL,BORJ CEDRIA,18-Jan,BEN AROUS,BORJ CEDRIA,206263.001,191.0,1079.9109999999998
SKHIRA,GASOIL,GAFSA Rte DE TOZ.,18-Jan,GAFSA,GAFSA,34557.152,32.0,1079.911
BIZERTE CARBURANT,GASOIL 50,S. KHELIFA pk72 ,18-Jan,SOUSSE,SIDI KHLIFA,107414.586,81.0,1326.106
GOULETTE,SSP SUPER SANS PLOMB,S. KHELIFA pk72 ,18-Jan,SOUSSE,SIDI KHLIFA,114656.176,79.0,1451.344
GOULETTE,GASOIL,JENDOUBA VILLE,18-Jan,JENDOUBA,JENDOUBA,369329.562,342.0,1079.9109999999998
GOULETTE,SSP SUPER SANS PLOMB,DOUALA,18-Jan,NABEUL,DOUALA,5805.376,4.0,1451.344
BIZERTE CARBURANT,GASOIL 50,SIDI BOUALI,18-Jan,SOUSSE,SIDI BOU ALI,19891.59,15.0,1326.106
GOULETTE,GASOIL,AV.BOUGATFA,18-Jan,TUNIS,LE BARDO,126349.587,117.0,1079.911
GOULETTE,GASOIL,BOUARADA,18-Feb,SILIANA,BOUARADA,59395.105,55.0,1079.911
GOULETTE,GASOIL,KONDAR,18-Jan,SOUSSE,KONDAR,286176.415,265.0,1079.9109999999998
BIZERTE CARBURANT,GASOIL 50,GOULETTE,18-Feb,TUNIS,LA GOULETTE,38457.074,29.0,1326.106
GOULETTE,SSP SUPER SANS PLOMB,S. LAHED .S,18-Jan,SOUSSE,SOUSSE,87080.64,60.0,1451.344
SKHIRA,GASOIL,NABEUL,18-Jan,NABEUL,NABEUL,19438.398,18.0,1079.911
SKHIRA,SSP SUPER SANS PLOMB,NABEUL,18-Jan,NABEUL,NABEUL,40637.632,28.0,1451.3439999999998
SKHIRA,GASOIL 50,MEKNASSY,18-Jan,SIDI BOUZID,MEKNASSY,34478.756,26.0,1326.106
SKHIRA,GASOIL 50,M. HACHED,18-Jan,MAHDIA,MENZEL HACHED,14587.166,11.0,1326.106
SKHIRA,GASOIL,DOUZ*,18-Jan,KEBILI,DOUZ,30237.508,28.0,1079.911
GOULETTE,SSP SUPER SANS PLOMB,SIDI BOUALI,18-Feb,SOUSSE,SIDI BOU ALI,44991.664,31.0,1451.3439999999998
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,C.B.Ammar,18-Jan,ARIANA,CEBALET B AMMAR,21770.16,15.0,1451.344
GOULETTE,GASOIL,M. SALEM,18-Mar,NABEUL,EL HAOUARIA,213822.378,198.0,1079.911
GOULETTE,GASOIL,AV MOHAMED 5,18-Mar,TUNIS,TUNIS VILLE,44276.351,41.0,1079.911
GOULETTE,SSP SUPER SANS PLOMB,KSAR SAID,18-Mar,TUNIS,KSAR SAID,338163.152,233.0,1451.344
BIZERTE CARBURANT,GASOIL 50,SOUSSE REPUB,18-Jan,SOUSSE,SOUSSE,17239.378,13.0,1326.106
SKHIRA,SSP SUPER SANS PLOMB,KONDAR,18-Jan,SOUSSE,KONDAR,24672.848,17.0,1451.344
BIZERTE CARBURANT,GASOIL 50,TOZOGHRANE,18-Jan,NABEUL,TOZGRANE,13261.06,10.0,1326.106
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KSAR SAID,18-Jan,TUNIS,KSAR SAID,58053.76,40.0,1451.344
ZARZIS,GASOIL,REMADA,18-Mar,TATAOUINE,REMADA,165226.383,153.0,1079.911
BIZERTE CARBURANT,GASOIL 50,BOUMHEL,18-Mar,BEN AROUS,BOUMHAL,59674.77,45.0,1326.106
GOULETTE,GASOIL,HAMMAM SOUSSE,18-Mar,SOUSSE,HAMMAM SOUSSE,66954.482,62.0,1079.911
ZARZIS,SSP SUPER SANS PLOMB,BIR LAHMAR,18-Mar,TATAOUINE,BIR LAHMAR,36283.6,25.0,1451.344
ZARZIS,GASOIL,SMAR,18-Mar,TATAOUINE,SMAR,61554.927,57.0,1079.911
BIZERTE CARBURANT,GASOIL 50,BIZERTE,18-Mar,BIZERTE,BIZERTE,59674.77,45.0,1326.106
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,DEN DEN ,18-Jan,MANOUBA,DENDEN,17416.128,12.0,1451.344
GOULETTE,GASOIL,GUEBELLAT,18-Mar,BEJA,GOUBELLAT,134988.875,125.0,1079.911
BIZERTE CARBURANT,GASOIL 50,GROMBALIA,18-Mar,NABEUL,GROMBALIA,88849.102,67.0,1326.106
GOULETTE,SSP SUPER SANS PLOMB,SOUSSE MED  ALI,18-Feb,SOUSSE,SOUSSE,26124.192,18.0,1451.344
SKHIRA,SSP SUPER SANS PLOMB,KERKENNAH,18-Mar,SFAX,KERKENAH,172709.936,119.0,1451.3439999999998
GOULETTE,SSP SUPER SANS PLOMB,LE KEF,18-Feb,LE KEF,LE KEF,30478.224,21.0,1451.3439999999998
SKHIRA,SSP SUPER SANS PLOMB,SIDI BOUZID,18-Feb,SIDI BOUZID,SIDI BOUZID,168355.904,116.0,1451.344
SKHIRA,GASOIL,KEBILI (ex-GPL),18-Feb,KEBILI,KEBILI,30237.508,28.0,1079.911
SKHIRA,GASOIL 50,M.BOUZAIENE,18-Feb,SIDI BOUZID,MENZEL BOUZAIENE,15913.272,12.0,1326.106
GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,18-Jan,SILIANA,BOUARADA,29026.88,20.0,1451.344
SKHIRA,GASOIL 50,POUDRIERE SFAX2,18-Feb,SFAX,SFAX,42435.392,32.0,1326.106
SKHIRA,GASOIL,SIDI BOUALI,18-Feb,SOUSSE,SIDI BOU ALI,56155.372,52.0,1079.911
SKHIRA,GASOIL,DEGACHE,18-Feb,TOZEUR,DEGACHE,52915.639,49.0,1079.911
SKHIRA,SSP SUPER SANS PLOMB,SIDI AICH,18-Feb,GAFSA,SIDI IICH,20318.816,14.0,1451.3439999999998
SKHIRA,GASOIL,SBEITLA,18-Feb,KASSERINE,SBEITLA,109071.011,101.0,1079.911
BIZERTE CARBURANT,GASOIL 50,AZMOUR,18-Feb,NABEUL,AZMOUR,3978.318,3.0,1326.106
GOULETTE,SSP SUPER SANS PLOMB,H.ZRIBA,18-Feb,ZAGHOUAN,HAMMAM ZRIBA,36233.6,25.0,1449.344
GOULETTE,GASOIL,ENNADHOUR,18-Feb,ZAGHOUAN,NADOUR,30237.508,28.0,1079.911
BIZERTE CARBURANT,GASOIL 50,S. LAHED .K,18-Jan,KEBILI,SOUK LAHAD,7956.636,6.0,1326.106
BIZERTE CARBURANT,GASOIL 50,EL FAHS,18-Feb,ZAGHOUAN,EL FAHS,17239.378,13.0,1326.106
BIZERTE CARBURANT,GASOIL,ROUHIA,18-Feb,SILIANA,ROUHIA,2159.822,2.0,1079.911
SKHIRA,SSP SUPER SANS PLOMB,MOULARES,18-Feb,GAFSA,MOULARES,81275.264,56.0,1451.3439999999998
SKHIRA,GASOIL 50,EL GUETAR,18-Feb,GAFSA,EL GUETAR,30500.438,23.0,1326.106
GOULETTE,GASOIL,BEJA,18-Feb,BEJA,BEJA,177105.404,164.0,1079.911
GOULETTE,SSP SUPER SANS PLOMB,BEJA,18-Feb,BEJA,BEJA,58053.76,40.0,1451.344
GOULETTE,GASOIL,AV. HEDI SAIDI,18-Feb,TUNIS,TUNIS VILLE,46436.173,43.0,1079.911
BIZERTE CARBURANT,GASOIL,SEJNENE,18-Feb,BIZERTE,SEJNENE,17278.576,16.0,1079.911
SKHIRA,GASOIL 50,C.O. ASKAR,18-Feb,SIDI BOUZID,CABELET OUELED ASKER,21217.696,16.0,1326.106
BIZERTE CARBURANT,GASOIL 50,SILIANA,18-Feb,SILIANA,SILIANA,22543.802,17.0,1326.106
GOULETTE,SSP SUPER SANS PLOMB,BENI KHALLED,18-Feb,NABEUL,BENI-KHALED,17416.128,12.0,1451.344
GOULETTE,GASOIL,BENI KHALLED,18-Feb,NABEUL,BENI-KHALED,21598.22,20.0,1079.911
BIZERTE CARBURANT,GASOIL 50,SFAX GP1,18-Feb,SFAX,SFAX,6630.53,5.0,1326.106
GERANT POIT DE VENTE,GASOIL,KSAR SAID,18-Jan,TUNIS,KSAR SAID,-6659.466,-6.0,1109.911
SKHIRA,GASOIL 50,MOULARES,18-Feb,GAFSA,MOULARES,21217.696,16.0,1326.106
SKHIRA,GASOIL 50,MSAKEN,18-Feb,SOUSSE,M'SAKEN,27848.226,21.0,1326.106
SKHIRA,GASOIL 50,HAMMAM LIF,18-Feb,BEN AROUS,HAMMAM-LIF,19891.59,15.0,1326.106
SKHIRA,GASOIL,FOUSSANA,18-Feb,KASSERINE,FOUSSANA,74513.859,69.0,1079.911
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,TABARKA,18-Feb,JENDOUBA,TABARKA,21770.16,15.0,1451.344
GOULETTE,SSP SUPER SANS PLOMB,GUEBELLAT,18-Feb,BEJA,GOUBELLAT,23221.504,16.0,1451.344
SKHIRA,GASOIL,EL HANCHA,18-Feb,SFAX,HENCHA,41036.618,38.0,1079.911
SKHIRA,GASOIL 50,BIR LAHMAR,18-Feb,TATAOUINE,BIR LAHMAR,7956.636,6.0,1326.106
SKHIRA,SSP SUPER SANS PLOMB,NVLE TATAOUINE,18-Feb,TATAOUINE,TATAOUINE,2902.688,2.0,1451.344
SKHIRA,GASOIL 50,M.DAR BEL OUER,18-Feb,SOUSSE,MENZEL DAR BEL OUAER,13261.06,10.0,1326.106
