NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
2,1,152620,18-May,1,43,61828.745,55,1124.159
2,1,155760,18-Dec,3,97,461106.578,367,1256.421193
1,2,153640,18-May,3,36,14933.61,10,1493.361
1,2,154490,18-May,15,27,43307.469,29,1493.361
3,3,155430,18-May,4,30,43851.328,32,1370.354
1,2,155140,18-May,4,36,34347.303,23,1493.361
2,1,155620,18-May,14,8,43842.201,39,1124.159
3,3,154770,18-May,7,19,5481.416,4,1370.354
3,1,154990,18-May,24,17,80939.448,72,1124.159
1,3,155740,18-May,3,52,5481.416,4,1370.354
1,3,155140,18-May,4,36,5481.416,4,1370.354
2,2,153650,18-Dec,2,94,215242.54,134,1606.287612
2,1,153750,18-May,6,62,13489.908,12,1124.159
3,3,154900,18-May,7,32,5481.416,4,1370.354
3,3,153650,18-Dec,2,94,83398.228,56,1489.254071
3,3,154260,18-Dec,1,47,180214.421,121,1489.37538
3,3,154690,18-Dec,24,2,90845.75,61,1489.27459
2,2,152590,18-Dec,5,37,176686.737,110,1606.243064
3,3,154420,18-Dec,1,83,78935.131,53,1489.342094
2,1,153260,18-Dec,14,27,60307.449,48,1256.405188
2,1,154980,18-Dec,16,13,75414.18,60,1256.903
2,2,153770,18-Dec,4,47,69068.493,43,1606.244023
2,2,153780,18-Dec,5,25,91433.148,57,1604.090316
2,1,152040,18-Dec,13,6,49019.217,39,1256.903
3,3,155000,19-Jan,9,5,87805.57,59,1488.23
1,1,155650,18-Dec,16,35,133177.556,106,1256.392038
3,4,155660,18-Jul,7,33,16992.44,10,1699.244
2,2,155300,18-Dec,7,23,61037.484,38,1606.249579
4,1,150990,18-Dec,18,42,20110.448,16,1256.903
3,4,155140,18-Dec,4,36,12247.648,7,1749.664
3,3,152800,18-Dec,14,13,37228.052,25,1489.12208
2,1,152800,18-Dec,14,13,339218.847,270,1256.3661
2,1,155630,18-Dec,14,28,545282.44,434,1256.411152
1,1,151770,19-Jan,14,28,53978.33,43,1255.31
2,2,151770,18-Dec,14,28,159016.399,99,1606.226253
1,1,152930,19-Jan,1,40,10042.48,8,1255.31
3,1,153990,18-Dec,2,13,21367.351,17,1256.903
3,3,154420,19-Jan,1,83,80364.42,54,1488.23
3,1,155300,18-Dec,7,23,30157.707,24,1256.571125
1,2,153950,19-Jan,17,67,86685.876,54,1605.294
1,3,152650,18-Dec,13,18,26808.849,18,1489.3805
1,3,154340,18-Dec,17,55,28298.672,19,1489.403789
3,1,153800,18-May,11,13,5620.795,5,1124.159
1,2,155630,18-Dec,14,28,70699.508,44,1606.807
1,2,153840,18-Dec,18,37,77096.476,48,1606.176583
1,1,155200,18-Dec,11,27,141942.424,113,1256.127646
1,3,152040,18-Dec,13,6,32763.362,22,1489.243727
1,3,153630,18-Dec,12,28,19361.327,13,1489.332846
1,2,155550,18-Dec,19,81,20885.465,13,1606.574231
1,3,153800,19-Jan,11,13,4464.69,3,1488.23
1,1,155580,19-Jan,13,40,81595.15,65,1255.31
3,2,154870,19-Jan,14,28,52974.702,33,1605.294
2,2,154970,18-Dec,9,8,11241.597,7,1605.942429
1,1,151930,18-Dec,17,46,163327.298,130,1256.363831
1,1,154490,19-Jan,15,27,117999.14,94,1255.31
3,1,155820,19-Jan,14,39,40169.92,32,1255.31
3,2,154880,19-Jan,8,33,17658.234,11,1605.294
1,2,152930,19-Jan,1,40,51369.408,32,1605.294
1,1,155360,18-Dec,16,38,183413.851,146,1256.259253
1,1,154920,18-Dec,15,28,38963.993,31,1256.903
3,3,153410,19-Feb,14,27,111617.25,75,1488.23
2,2,153690,19-Feb,5,13,54579.996,34,1605.294
2,1,155670,19-Jan,7,33,66531.43,53,1255.31
4,1,153370,18-Dec,20,15,26394.963,21,1256.903
3,4,155740,18-Jul,3,52,18691.684,11,1699.244
3,3,150810,19-Jan,13,25,10417.61,7,1488.23
1,3,154790,19-Jan,1,43,13394.07,9,1488.23
1,2,154690,19-Jan,24,2,69027.642,43,1605.294
1,1,155430,19-Jan,4,30,41425.23,33,1255.31
1,2,155420,19-Jan,12,77,11237.058,7,1605.294
1,1,153220,19-Jan,23,62,67786.74,54,1255.31
2,2,154500,19-Feb,1,43,698302.89,435,1605.294
1,2,154040,18-Dec,17,5,9637.816,6,1606.302667
1,1,155700,19-Jan,17,67,100424.8,80,1255.31
2,2,154110,18-Dec,4,2,94771.353,59,1606.294119
2,2,154740,18-Dec,11,54,28908.909,18,1606.0505
1,3,152860,18-Dec,14,25,25317.433,17,1489.260765
1,1,154630,19-Jan,19,46,26361.51,21,1255.31
4,1,153940,19-Feb,22,25,100424.8,80,1255.31
2,1,155000,18-Dec,9,5,158307.651,126,1256.409929
1,1,154620,18-Dec,21,22,124355.34,99,1256.114545
3,4,153990,18-Jul,2,13,61172.784,36,1699.244
1,1,154270,19-Jan,17,30,217168.63,173,1255.31
2,3,153130,19-May,10,31,80977.364,52,1557.257
3,3,153370,19-Jan,20,15,8929.38,6,1488.23
3,3,154630,19-Jan,19,46,8929.38,6,1488.23
2,1,154920,19-Feb,15,28,174488.09,139,1255.31
1,3,154690,19-Jan,24,2,23811.68,16,1488.23
3,2,151110,18-Dec,1,13,22495.298,14,1606.807
3,3,155560,18-Jul,15,19,7183.63,5,1436.726
1,2,154490,18-Jul,15,27,161864.144,104,1556.386
2,2,154730,19-Jan,14,14,183003.516,114,1605.294
1,3,151030,18-Jul,21,1,106317.724,74,1436.726
1,1,154270,18-Jul,17,30,272631.599,229,1190.531
1,1,152640,18-Jul,17,67,240487.262,202,1190.531
2,2,155830,19-Feb,3,97,282531.744,176,1605.294
1,1,152860,18-Jul,14,25,196437.615,165,1190.531
1,1,155690,18-Jul,21,2,85718.232,72,1190.531
1,3,155620,18-Dec,14,8,5959.292,4,1489.823
2,1,154450,18-Jul,3,52,316681.246,266,1190.531
2,1,153240,18-Jul,4,21,296442.219,249,1190.531
1,3,153420,18-Jul,11,50,35918.15,25,1436.726
2,2,154380,18-Jul,7,33,132292.81,85,1556.386
2,2,150300,18-Jul,1,43,365750.71,235,1556.386
3,5,155640,18-Jul,15,16,18939.828,12,1578.319
2,2,153240,18-Jul,4,21,297269.726,191,1556.386
1,1,155470,18-Jul,17,16,58336.019,49,1190.531
1,2,155470,18-Jul,17,16,12451.088,8,1556.386
2,1,152590,18-Jul,5,37,323824.432,272,1190.531
1,2,152500,18-Jul,22,1,113616.178,73,1556.386
3,5,154000,18-Jul,4,35,14204.871,9,1578.319
3,4,155630,18-Jul,14,28,15293.196,9,1699.244
3,3,154360,18-Jul,5,34,10057.082,7,1436.726
4,3,153940,18-Jul,22,25,96260.642,67,1436.726
2,2,150750,19-Jan,12,1,8026.47,5,1605.294
2,2,155330,19-May,1,90,549706.36,329,1670.84
1,3,153950,18-Jul,17,67,51722.136,36,1436.726
1,1,154160,18-Dec,3,22,8798.321,7,1256.903
3,3,153100,19-Jan,14,9,19346.99,13,1488.23
1,1,154470,18-Jul,18,34,55954.957,47,1190.531
1,2,154470,18-Jul,18,34,43578.808,28,1556.386
1,3,154470,18-Jul,18,34,24424.342,17,1436.726
3,5,155820,18-Jul,14,39,17361.509,11,1578.319
2,2,155570,19-Jan,15,38,89896.464,56,1605.294
2,1,154520,19-Feb,4,11,571166.05,455,1255.31
2,2,153380,18-Jul,1,43,292600.568,188,1556.386
2,1,154380,19-Jan,7,33,200849.6,160,1255.31
2,2,155830,19-Jan,3,97,183003.516,114,1605.294
3,3,155660,18-Aug,7,33,116374.806,81,1436.726
3,3,155300,18-Jul,7,23,44538.506,31,1436.726
2,1,155080,19-Jan,21,29,41425.23,33,1255.31
2,2,152620,18-Jul,1,43,164976.916,106,1556.386
2,1,154630,19-Jan,19,46,15063.72,12,1255.31
3,3,153550,19-Jan,8,1,34229.29,23,1488.23
3,3,155300,19-Jan,7,23,26788.14,18,1488.23
1,3,155050,18-Nov,23,37,37245.575,25,1489.823
2,1,154000,19-Jan,4,35,111722.59,89,1255.31
3,1,155820,18-Dec,14,39,37707.09,30,1256.903
3,3,153100,18-Jul,14,9,28734.52,20,1436.726
2,2,155300,19-Jan,7,23,44948.232,28,1605.294
3,1,155630,18-Dec,14,28,81698.695,65,1256.903
2,2,152440,19-Jan,14,6,38527.056,24,1605.294
1,2,154710,18-Jul,17,67,206999.338,133,1556.386
3,3,153990,18-Jul,2,13,192521.284,134,1436.726
3,1,154520,18-Jul,4,11,25001.151,21,1190.531
2,2,154860,19-Jan,1,79,266478.804,166,1605.294
2,2,153560,19-Jan,16,35,30500.586,19,1605.294
2,2,154250,19-Jan,14,28,67422.348,42,1605.294
1,3,154100,18-Jul,11,28,5746.904,4,1436.726
3,1,154420,19-Jan,1,83,20084.96,16,1255.31
2,1,155670,18-Jul,7,33,98814.073,83,1190.531
1,2,155140,18-Dec,4,36,61058.666,38,1606.807
1,1,153130,18-Jul,10,31,65479.205,55,1190.531
1,1,153860,18-Jul,11,21,23810.62,20,1190.531
4,3,155160,18-Aug,22,14,63215.944,44,1436.726
4,2,153170,18-Aug,22,3,20233.018,13,1556.386
1,2,154210,18-Jul,13,25,4669.158,3,1556.386
2,2,155660,18-Jul,7,33,188322.706,121,1556.386
1,3,154240,18-Jul,16,25,21550.89,15,1436.726
1,1,155730,18-Jul,13,51,86908.763,73,1190.531
3,1,153130,18-Jul,10,31,45240.178,38,1190.531
2,2,153570,19-Jan,10,3,24079.41,15,1605.294
2,1,153930,19-Jan,13,19,8787.17,7,1255.31
3,3,153650,18-Jul,2,94,97697.368,68,1436.726
3,3,155750,18-Jul,1,50,53158.862,37,1436.726
1,3,153210,18-Nov,16,44,20857.522,14,1489.823
1,2,152400,18-Jul,13,29,6225.544,4,1556.386
3,5,153950,18-Jul,17,67,9469.914,6,1578.319
1,1,155140,18-Jul,4,36,19048.496,16,1190.531
2,2,153670,18-Jul,21,5,9338.316,6,1556.386
1,1,153420,18-Nov,11,50,159626.681,127,1256.903
2,2,154010,18-Jul,14,21,48247.966,31,1556.386
3,5,155670,18-Dec,7,33,17945.576,11,1631.416
2,1,155510,18-Nov,3,21,319253.362,254,1256.903
2,2,155510,18-Nov,3,21,212098.524,132,1606.807
2,2,155600,18-Nov,3,17,170321.542,106,1606.807
2,1,154000,18-Aug,4,35,128577.348,108,1190.531
2,1,154130,18-Aug,7,34,77384.515,65,1190.531
2,4,155330,18-Aug,1,90,15293.196,9,1699.244
2,1,154730,18-Aug,14,14,475021.869,399,1190.531
2,2,153370,18-Jul,20,15,7781.93,5,1556.386
3,3,155020,18-Aug,1,58,251427.05,175,1436.726
3,3,154670,18-Aug,6,8,18677.438,13,1436.726
3,1,155500,18-Aug,2,93,21429.558,18,1190.531
2,2,154250,18-Jul,14,28,14007.474,9,1556.386
2,2,154790,18-Nov,1,43,1164935.075,725,1606.807
2,4,154790,18-Nov,1,43,34993.28,20,1749.664
2,2,155640,18-Nov,15,16,152646.665,95,1606.807
2,1,153650,18-Nov,2,94,240068.473,191,1256.903
3,2,154850,18-Jul,15,4,4669.158,3,1556.386
2,1,154870,18-Aug,14,28,144054.251,121,1190.531
2,1,151110,18-Aug,1,13,67860.267,57,1190.531
2,2,150720,18-Aug,2,12,203886.566,131,1556.386
2,2,155740,18-Aug,3,52,88714.002,57,1556.386
2,2,153690,18-Aug,5,13,76262.914,49,1556.386
1,3,154620,18-Aug,21,22,94823.916,66,1436.726
1,1,154920,18-Aug,15,28,184532.305,155,1190.531
2,2,153540,18-Aug,4,5,76262.914,49,1556.386
2,2,155460,18-Jul,19,45,4669.158,3,1556.386
1,2,154870,18-Aug,14,28,180540.776,116,1556.386
2,2,152510,18-Aug,2,91,152525.828,98,1556.386
2,1,153020,18-Jul,15,8,20239.027,17,1190.531
2,1,154980,18-Nov,16,13,21367.351,17,1256.903
1,1,153370,18-Aug,20,15,92861.418,78,1190.531
1,2,154820,18-Aug,15,98,68480.984,44,1556.386
1,2,153190,18-Aug,16,13,42022.422,27,1556.386
1,1,153210,18-Aug,16,44,176198.588,148,1190.531
2,2,153430,18-Aug,23,56,3112.772,2,1556.386
1,1,153170,18-Aug,22,3,59526.55,50,1190.531
2,2,153240,18-Aug,4,21,236570.672,152,1556.386
1,3,153110,18-Aug,22,96,25861.068,18,1436.726
2,1,153690,18-Aug,5,13,276203.192,232,1190.531
3,3,155620,18-Aug,14,8,79019.93,55,1436.726
2,2,154310,18-Aug,4,22,17120.246,11,1556.386
3,2,154430,18-Jul,8,33,9338.316,6,1556.386
2,2,152370,18-Jul,17,18,4669.158,3,1556.386
2,1,152370,18-Jul,17,18,13095.841,11,1190.531
2,2,151930,18-Jul,17,46,6225.544,4,1556.386
3,2,153550,18-Aug,8,1,73150.142,47,1556.386
2,4,154260,18-Jul,1,47,5097.732,3,1699.244
2,4,152930,18-Jul,1,40,5097.732,3,1699.244
2,1,155140,18-Aug,4,36,182151.243,153,1190.531
1,1,154580,18-Aug,22,25,17857.965,15,1190.531
1,3,152640,18-Aug,17,67,57469.04,40,1436.726
1,3,155650,18-Aug,16,35,96260.642,67,1436.726
1,2,154690,18-Aug,24,2,101165.09,65,1556.386
1,1,154910,18-Aug,3,15,4762.124,4,1190.531
1,3,155830,18-Aug,3,97,37354.876,26,1436.726
1,1,153930,18-Aug,13,19,84527.701,71,1190.531
1,1,154730,18-Aug,14,14,27382.213,23,1190.531
1,3,155090,18-Aug,13,12,43101.78,30,1436.726
1,2,155290,18-Aug,20,31,37353.264,24,1556.386
3,2,150300,18-Aug,1,43,43578.808,28,1556.386
1,2,153890,18-Aug,17,1,38909.65,25,1556.386
1,2,154240,18-Aug,16,25,108947.02,70,1556.386
1,1,150990,18-Aug,18,42,146435.313,123,1190.531
2,2,152580,18-Aug,9,50,31127.72,20,1556.386
1,1,152500,18-Aug,22,1,36906.461,31,1190.531
1,1,155050,18-Aug,23,37,8333.717,7,1190.531
1,3,155510,18-Aug,3,21,18677.438,13,1436.726
1,3,155310,18-Aug,12,15,64652.67,45,1436.726
1,3,154240,18-Aug,16,25,21550.89,15,1436.726
1,1,155620,18-Aug,14,8,35715.93,30,1190.531
3,3,150810,18-Aug,13,25,30171.246,21,1436.726
3,3,151330,18-Aug,18,34,24424.342,17,1436.726
2,2,155280,18-Aug,20,33,10894.702,7,1556.386
2,2,155290,18-Aug,20,31,6225.544,4,1556.386
2,2,152220,18-Aug,19,44,10894.702,7,1556.386
1,1,155310,18-Aug,12,15,145244.782,122,1190.531
3,2,154500,18-Aug,1,43,136961.968,88,1556.386
1,3,155430,18-Aug,4,30,10057.082,7,1436.726
1,2,154160,18-Aug,3,22,80932.072,52,1556.386
2,2,154980,18-Jul,16,13,10894.702,7,1556.386
4,3,155700,18-Aug,17,67,7183.63,5,1436.726
4,3,154280,18-Aug,17,67,5746.904,4,1436.726
3,3,154940,18-Aug,21,49,21550.89,15,1436.726
2,1,155200,18-Aug,11,27,51192.833,43,1190.531
3,2,155510,18-Aug,3,21,63811.826,41,1556.386
4,3,154270,18-Jul,17,30,4310.178,3,1436.726
4,1,153980,18-Jul,17,44,19048.496,16,1190.531
2,1,153300,18-Aug,17,67,5952.655,5,1190.531
2,2,154820,18-Aug,15,98,12451.088,8,1556.386
3,3,155310,18-Aug,12,15,7183.63,5,1436.726
1,2,153640,18-Aug,3,36,37353.264,24,1556.386
2,1,154820,18-Aug,15,98,13095.841,11,1190.531
3,2,154970,18-Aug,9,8,20233.018,13,1556.386
3,2,152360,18-Aug,10,35,10894.702,7,1556.386
3,2,154130,18-Aug,7,34,4669.158,3,1556.386
3,2,155380,18-Aug,2,12,48247.966,31,1556.386
1,1,155520,18-Sep,17,38,364895.937,291,1253.937928
2,1,154860,18-Sep,1,79,270163.608,216,1250.757444
2,1,152590,18-Jun,5,37,263799.958,230,1146.956339
2,2,152440,18-Sep,14,6,40018.912,25,1600.75648
2,1,155300,18-Sep,7,23,280816.18,224,1253.643661
1,2,155750,18-Aug,1,50,12451.088,8,1556.386
2,4,150720,18-Sep,2,12,20794.288,12,1732.857333
1,2,155570,18-Sep,15,38,144360.525,90,1604.005833
1,2,154000,18-Aug,4,35,126067.266,81,1556.386
2,1,155270,18-Sep,3,16,108885.957,87,1251.562724
3,3,154640,18-Aug,19,44,2873.452,2,1436.726
3,2,153290,18-Aug,16,51,10894.702,7,1556.386
4,2,153220,18-Aug,23,62,10894.702,7,1556.386
3,3,151860,18-Jun,6,17,44647.792,32,1395.2435
1,2,152620,18-Aug,1,43,35796.878,23,1556.386
3,3,154260,18-Jun,1,47,172246.916,124,1389.088032
2,2,154360,18-Aug,5,34,9338.316,6,1556.386
1,1,152860,18-Jun,14,25,308500.83,270,1142.595667
1,2,154310,18-Aug,4,22,4669.158,3,1556.386
3,1,153130,18-Jun,10,31,32339.288,28,1154.974571
2,2,153780,18-Jun,5,25,43879.719,29,1513.093759
1,2,151030,18-Sep,21,1,164946.49,103,1601.422233
3,3,154790,18-Jun,1,43,276350.906,199,1388.69802
3,3,155210,18-Jun,8,22,101496.026,73,1390.356521
1,1,154710,18-Jun,17,67,91131.581,79,1153.564316
1,2,155570,18-Jun,15,38,114818.961,76,1510.775803
1,3,153930,18-Jun,13,19,23495.134,17,1382.066706
4,1,155050,18-Jun,23,37,27975.396,24,1165.6415
3,3,155500,18-Sep,2,93,96838.495,65,1489.823
1,2,155360,18-Sep,16,38,88374.385,55,1606.807
2,1,154760,18-Sep,4,24,46505.411,37,1256.903
3,3,155720,18-Jun,3,97,89073.01,65,1370.354
1,3,150460,18-Jun,23,37,30147.788,22,1370.354
1,2,152650,18-Jun,13,18,33421.167,22,1519.143955
3,3,154760,18-Sep,4,24,31286.283,21,1489.823
4,2,153940,18-Sep,22,25,83049.754,52,1597.110654
1,1,155700,18-Jun,17,67,126839.181,111,1142.695324
1,3,152220,18-Jun,19,44,63965.492,46,1390.554174
1,1,154190,18-Jun,16,1,132924.58,116,1145.901552
3,3,154860,18-Sep,1,79,96573.01,65,1485.738615
4,1,155160,18-Sep,22,14,108819.585,87,1250.799828
1,2,150750,18-Sep,12,1,11247.649,7,1606.807
2,2,153170,18-Aug,22,3,10894.702,7,1556.386
1,1,152160,18-Sep,17,61,153342.166,122,1256.903
1,3,151350,18-Aug,1,43,8620.356,6,1436.726
3,3,152160,18-Aug,17,61,8620.356,6,1436.726
3,3,152510,18-Sep,2,91,65180.533,44,1481.37575
2,1,152930,18-Sep,1,40,67673.646,54,1253.215667
3,1,155550,18-Aug,19,81,16667.434,14,1190.531
4,2,153000,18-Sep,23,95,44839.333,28,1601.40475
1,2,155210,18-Aug,8,22,12451.088,8,1556.386
2,2,154790,18-Sep,1,43,1287499.531,802,1605.361011
3,1,153410,18-Dec,14,27,41477.799,33,1256.903
3,2,154820,18-Dec,15,98,4820.421,3,1606.807
1,2,153980,18-Sep,17,44,144360.525,90,1604.005833
1,3,150990,18-Sep,18,42,50653.982,34,1489.823
1,1,154920,18-Sep,15,28,290539.544,232,1252.325621
1,1,153930,18-Sep,13,19,93935.865,75,1252.4782
1,1,153970,18-Jun,11,29,76446.977,67,1140.999657
1,1,153130,18-Jun,10,31,104546.787,93,1124.159
1,1,154620,18-Sep,21,22,191841.555,153,1253.866373
1,2,153800,18-Jun,11,13,128070.135,85,1506.707471
1,1,154490,18-Sep,15,27,280289.369,223,1256.903
1,2,154490,18-Sep,15,27,89981.192,56,1606.807
1,2,154190,18-Sep,16,1,112123.543,70,1601.7649
2,1,155110,18-Sep,5,19,339363.81,270,1256.903
2,2,154770,18-Sep,7,19,24102.105,15,1606.807
3,1,151860,18-Sep,6,17,186021.644,148,1256.903
1,3,154980,18-Sep,16,13,57996.903,39,1487.100077
2,2,153560,18-Sep,16,35,3213.614,2,1606.807
1,3,153350,18-Jun,16,8,55743.368,40,1393.5842
3,1,154760,18-Sep,4,24,20110.448,16,1256.903
1,2,153630,18-Jun,12,28,30119.32,20,1505.966
1,1,153900,18-Oct,17,67,429860.826,342,1256.903
1,1,151600,18-Jun,17,45,59916.452,52,1152.239462
1,1,153950,18-Jun,17,67,135633.337,119,1139.775941
1,3,150500,18-Jun,18,49,39100.004,28,1396.428714
1,2,150500,18-Jun,18,49,49722.088,33,1506.729939
2,1,153820,18-Jun,4,48,18384.776,16,1149.0485
1,3,150810,18-Jun,13,25,134517.266,97,1386.775938
2,2,154760,18-Jun,4,24,72878.803,48,1518.308396
1,1,151770,18-Sep,14,28,60331.344,48,1256.903
3,2,152290,18-Aug,4,26,15563.86,10,1556.386
2,2,153690,18-Jun,5,13,70144.181,46,1524.8735
1,1,155640,18-Jun,15,16,51192.833,43,1190.531
3,2,155710,18-Sep,6,5,139388.841,87,1602.170586
1,3,154340,18-Sep,17,55,17877.876,12,1489.823
2,2,153570,18-Sep,10,3,32136.14,20,1606.807
3,3,154450,18-Oct,3,52,83430.088,56,1489.823
3,3,155510,18-Oct,3,21,84919.911,57,1489.823
3,1,153570,18-Sep,10,3,42734.702,34,1256.903
3,1,155300,18-Sep,7,23,3770.709,3,1256.903
2,2,155620,18-Oct,14,8,24102.105,15,1606.807
3,3,155750,18-Oct,1,50,47674.336,32,1489.823
3,2,154380,18-Sep,7,33,28922.526,18,1606.807
3,5,150720,18-Sep,2,12,14682.744,9,1631.416
1,1,155560,18-Oct,15,19,246352.988,196,1256.903
1,3,153560,18-Oct,16,35,144512.831,97,1489.823
3,3,154850,18-Sep,15,4,4469.469,3,1489.823
3,1,153240,18-Sep,4,21,26394.963,21,1256.903
3,5,155820,18-Sep,14,39,8157.08,5,1631.416
2,2,155820,18-Oct,14,39,302079.716,188,1606.807
3,1,154880,18-Sep,8,33,21367.351,17,1256.903
3,1,151560,18-Sep,4,42,8798.321,7,1256.903
1,2,152440,18-Oct,14,6,9640.842,6,1606.807
1,3,155700,18-Oct,17,67,59592.92,40,1489.823
1,3,152860,18-Sep,14,25,20857.522,14,1489.823
3,3,151770,18-Sep,14,28,47674.336,32,1489.823
4,3,153110,18-Oct,22,96,37245.575,25,1489.823
4,2,150460,18-Oct,23,37,51417.824,32,1606.807
2,1,152440,18-Oct,14,6,116891.979,93,1256.903
1,3,153940,18-Oct,22,22,11918.584,8,1489.823
1,3,154260,18-Oct,1,47,49164.159,33,1489.823
3,1,154310,18-Oct,4,22,10055.224,8,1256.903
2,2,154880,18-Oct,8,33,120510.525,75,1606.807
1,2,155320,18-Oct,22,1,16068.07,10,1606.807
1,1,155160,18-Oct,22,14,96781.531,77,1256.903
1,2,152290,18-Oct,4,26,48204.21,30,1606.807
1,1,152860,18-Oct,14,25,351932.84,280,1256.903
1,1,155050,18-Oct,23,37,54046.829,43,1256.903
3,3,153460,18-Sep,10,7,20857.522,14,1489.823
2,1,151140,18-Oct,1,75,134488.621,107,1256.903
2,2,155110,18-Oct,5,19,78733.543,49,1606.807
2,2,152580,18-Oct,9,50,16068.07,10,1606.807
2,2,153540,18-Oct,4,5,44990.596,28,1606.807
1,2,153410,18-Oct,14,27,244234.664,152,1606.807
1,3,155460,18-Oct,19,45,7449.115,5,1489.823
3,2,153130,18-Oct,10,31,11247.649,7,1606.807
3,3,152800,18-Oct,14,13,20857.522,14,1489.823
1,3,153890,18-Oct,17,1,5959.292,4,1489.823
3,1,153460,18-Oct,10,7,8798.321,7,1256.903
1,3,154470,18-Oct,18,34,38735.398,26,1489.823
1,3,153800,18-Oct,11,13,23837.168,16,1489.823
1,3,153460,18-Oct,10,7,16388.053,11,1489.823
2,2,151770,18-Oct,14,28,122117.332,76,1606.807
3,1,150300,18-Oct,1,43,15082.836,12,1256.903
1,3,152860,18-Oct,14,25,31286.283,21,1489.823
2,2,154310,18-Oct,4,22,16068.07,10,1606.807
2,4,153260,18-Oct,14,27,10497.984,6,1749.664
3,4,153950,18-Sep,17,67,10497.984,6,1749.664
3,2,151770,18-Oct,14,28,8034.035,5,1606.807
4,2,155160,18-Oct,22,14,38563.368,24,1606.807
2,4,155670,18-Oct,7,33,12247.648,7,1749.664
2,1,153950,18-Nov,17,67,21367.351,17,1256.903
1,3,155320,18-Nov,22,1,35755.752,24,1489.823
3,3,154450,18-Nov,3,52,105777.433,71,1489.823
4,1,155160,18-Oct,22,14,16339.739,13,1256.903
2,2,151110,18-Nov,1,13,175141.963,109,1606.807
2,1,153560,18-Oct,16,35,70386.568,56,1256.903
2,1,154250,18-Sep,14,28,10055.224,8,1256.903
1,1,155140,18-Oct,4,36,22624.254,18,1256.903
3,1,155380,18-Oct,2,12,15082.836,12,1256.903
1,1,154730,18-Sep,14,14,6744.954,6,1124.159
3,3,154620,18-Nov,21,22,5959.292,4,1489.823
3,3,151330,18-Nov,18,34,8938.938,6,1489.823
1,1,151620,18-Nov,12,20,118148.882,94,1256.903
1,2,153970,18-Nov,11,29,14461.263,9,1606.807
2,2,155090,18-Nov,13,12,8034.035,5,1606.807
2,1,153100,18-Nov,14,9,232527.055,185,1256.903
1,3,155520,18-Nov,17,38,55123.451,37,1489.823
1,3,151030,18-Nov,21,1,83430.088,56,1489.823
1,2,154740,18-Aug,11,54,7781.93,5,1556.386
2,2,153930,18-Oct,13,19,4820.421,3,1606.807
3,3,155210,18-Nov,8,22,87899.557,59,1489.823
2,1,154640,18-Oct,19,44,13825.933,11,1256.903
4,3,153000,19-Feb,23,95,44646.9,30,1488.23
1,1,153480,18-Nov,18,22,65358.956,52,1256.903
1,3,154620,18-Nov,21,22,59592.92,40,1489.823
2,2,150750,18-Sep,12,1,6427.228,4,1606.807
2,2,153350,18-Oct,16,8,4820.421,3,1606.807
3,2,155620,18-Nov,14,8,11247.649,7,1606.807
3,1,153410,18-Nov,14,27,35193.284,28,1256.903
2,2,155820,18-Nov,14,39,326181.821,203,1606.807
1,2,153930,18-Nov,13,19,11247.649,7,1606.807
1,1,153340,18-Nov,16,15,147057.651,117,1256.903
3,3,153690,18-Nov,5,13,49164.159,33,1489.823
1,2,153060,18-Nov,21,68,11247.649,7,1606.807
3,2,154380,18-Oct,7,33,11247.649,7,1606.807
1,1,155730,18-Nov,13,51,72900.374,58,1256.903
1,2,155640,18-Nov,15,16,25708.912,16,1606.807
2,1,152500,18-Nov,22,1,40220.896,32,1256.903
2,1,151330,18-Nov,18,34,31422.575,25,1256.903
4,3,155320,18-Nov,22,1,26816.814,18,1489.823
3,4,151330,18-Nov,18,34,6998.656,4,1749.664
1,1,153860,18-Nov,11,21,28908.769,23,1256.903
3,3,155650,18-Oct,16,35,10428.761,7,1489.823
1,3,151350,18-Oct,1,43,5959.292,4,1489.823
3,2,155240,18-Dec,7,7,41764.878,26,1606.341462
3,2,155760,18-Nov,3,97,28922.526,18,1606.807
3,2,155330,18-Nov,1,90,48204.21,30,1606.807
1,3,152650,18-Nov,13,18,19367.699,13,1489.823
1,3,151770,18-Oct,14,28,16388.053,11,1489.823
3,3,155300,18-Nov,7,23,35755.752,24,1489.823
1,3,153170,18-Nov,22,3,7449.115,5,1489.823
1,1,152860,18-Dec,14,25,59074.441,47,1256.903
4,2,154940,18-Nov,21,49,9640.842,6,1606.807
3,1,154740,18-Nov,11,54,46505.411,37,1256.903
4,1,155700,18-Dec,17,67,17596.642,14,1256.903
1,2,155160,18-Jun,22,14,33106.042,22,1504.820091
1,1,154740,18-Jun,11,54,109308.911,97,1126.89599
2,4,154000,18-Sep,4,35,5248.992,3,1749.664
2,2,154920,18-Jun,15,28,8960.166,6,1493.361
1,2,153430,18-Jun,23,56,10453.527,7,1493.361
2,2,155310,18-Oct,12,15,9640.842,6,1606.807
3,1,155500,18-Nov,2,93,8798.321,7,1256.903
3,3,154900,18-Oct,7,32,5959.292,4,1489.823
4,2,153560,18-Nov,16,35,11247.649,7,1606.807
1,2,150460,18-Nov,23,37,9640.842,6,1606.807
1,2,154470,18-Jun,18,34,65096.873,43,1513.880767
