NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
1,6,155590,19-Apr,17,67,79420.107,51,1557.257
1,1,152160,19-Sep,17,61,232920.275,175,1330.973
2,6,155270,19-Oct,3,16,59091.672,38,1555.044
1,1,155640,19-May,15,16,15998.232,12,1333.186
2,6,155500,19-Oct,2,93,35766.012,23,1555.044
1,1,151930,19-Dec,17,46,310116.709,233,1330.973
1,1,155200,19-Dec,11,27,288821.141,217,1330.973
1,2,150990,19-Apr,18,42,185463.24,111,1670.84
1,1,154190,19-Apr,16,1,166648.25,125,1333.186
1,1,153190,19-Sep,16,13,27950.433,21,1330.973
1,2,151620,19-Apr,12,20,58479.4,35,1670.84
1,6,155550,19-Sep,19,81,17105.484,11,1555.044
1,1,153170,19-Jun,22,3,49327.882,37,1333.186
1,6,155610,19-Jun,20,62,45160.453,29,1557.257
1,1,155310,19-Apr,12,15,165315.064,124,1333.186
1,2,152370,19-May,17,18,38429.32,23,1670.84
2,2,152440,19-Apr,14,6,53466.88,32,1670.84
2,4,155630,19-Apr,14,28,7294.452,4,1823.613
1,4,155700,19-Sep,17,67,7286.048,4,1821.512
2,1,155820,19-Oct,14,39,340729.088,256,1330.973
1,2,152220,19-Dec,19,44,173548.856,104,1668.739
2,6,154920,19-Oct,15,28,60646.716,39,1555.044
2,1,152440,19-Oct,14,6,149068.976,112,1330.973
1,2,153480,19-Sep,18,22,23362.346,14,1668.739
1,1,150460,19-Dec,23,37,191660.112,144,1330.973
1,2,155310,19-May,12,15,115287.96,69,1670.84
2,6,152290,19-Jun,4,26,62290.28,40,1557.257
2,2,154730,19-Oct,14,14,345428.973,207,1668.739
1,2,154940,19-Sep,21,49,70087.038,42,1668.739
1,1,155320,19-May,22,1,149316.832,112,1333.186
1,2,155560,19-Apr,15,19,18379.24,11,1670.84
2,2,155620,19-Jun,14,8,106933.76,64,1670.84
1,5,151770,19-Apr,14,28,3418.584,2,1709.292
1,4,153560,19-Dec,16,35,7286.048,4,1821.512
2,6,155110,19-Jun,5,19,35816.911,23,1557.257
2,1,150300,19-Jun,1,43,113320.81,85,1333.186
1,6,154250,19-Jun,14,28,18687.084,12,1557.257
1,2,153060,19-May,21,68,23391.76,14,1670.84
1,2,155560,19-May,15,19,11695.88,7,1670.84
1,1,154940,19-Sep,21,49,260870.708,196,1330.973
2,2,150720,19-Oct,2,12,508965.395,305,1668.739
1,1,153210,19-Dec,16,44,228927.356,172,1330.973
1,6,154730,19-Apr,14,14,10900.799,7,1557.257
4,6,151470,19-Oct,22,47,66866.892,43,1555.044
1,6,153370,19-May,20,15,57618.509,37,1557.257
1,1,152400,19-Sep,13,29,22626.541,17,1330.973
1,1,153430,19-Sep,23,56,59893.785,45,1330.973
1,1,155730,19-Dec,13,51,178350.382,134,1330.973
1,6,155280,19-May,20,33,20244.341,13,1557.257
2,2,151560,19-Apr,4,42,30075.12,18,1670.84
2,2,154110,19-Apr,4,2,111946.28,67,1670.84
2,1,155510,19-Apr,3,21,323964.198,243,1333.186
1,2,153170,19-Sep,22,3,31706.041,19,1668.739
1,1,155290,19-Sep,20,31,18633.622,14,1330.973
2,6,153100,19-Jun,14,9,34259.654,22,1557.257
3,1,155770,19-Sep,6,40,135759.246,102,1330.973
2,2,153770,19-Jun,4,47,85212.84,51,1670.84
2,6,155140,19-Jun,4,36,94992.677,61,1557.257
1,2,154920,19-Jun,15,28,106933.76,64,1670.84
1,1,153410,19-Apr,14,27,27996.906,21,1333.186
2,2,153690,19-Sep,5,13,120149.208,72,1668.739
2,1,154450,19-Sep,3,52,332743.25,250,1330.973
2,1,154010,19-Apr,14,21,195978.342,147,1333.186
2,3,155780,19-Apr,7,57,32702.397,21,1557.257
2,2,154770,19-Jun,7,19,18379.24,11,1670.84
2,1,153630,19-Jun,12,28,41328.766,31,1333.186
2,1,153420,19-Jun,11,50,69325.672,52,1333.186
2,2,155600,19-Apr,3,17,197159.12,118,1670.84
1,2,152860,19-Jun,14,25,36758.48,22,1670.84
1,2,155650,19-Jun,16,35,198829.96,119,1670.84
2,1,155620,19-Apr,14,8,199977.9,150,1333.186
2,3,151110,19-Apr,1,13,155725.7,100,1557.257
1,1,152860,19-May,14,25,62659.742,47,1333.186
1,6,154470,19-Jun,18,34,51389.481,33,1557.257
2,1,151140,19-Oct,1,75,135759.246,102,1330.973
1,1,154730,19-May,14,14,50661.068,38,1333.186
1,6,155730,19-May,13,51,7786.285,5,1557.257
4,3,153430,19-Apr,23,56,6229.028,4,1557.257
2,2,153490,19-Apr,11,42,16708.4,10,1670.84
3,1,155430,19-May,4,30,25330.534,19,1333.186
3,6,154730,19-Apr,14,14,43603.196,28,1557.257
1,2,154740,19-May,11,54,6683.36,4,1670.84
3,2,155770,19-Apr,6,40,193817.44,116,1670.84
3,2,155370,19-Feb,9,62,6421.176,4,1605.294
1,5,153950,19-May,17,67,5127.876,3,1709.292
3,1,155890,19-Apr,6,15,103354.764,74,1396.686
2,3,154250,19-Apr,14,28,18687.084,12,1557.257
2,1,153980,19-Jun,17,44,62659.742,47,1333.186
2,2,154360,19-Apr,5,34,50125.2,30,1670.84
1,2,153540,19-May,4,5,6683.36,4,1670.84
1,1,154520,19-May,4,11,6665.93,5,1333.186
1,2,150300,19-Mar,1,43,80264.7,50,1605.294
1,2,155180,19-Mar,8,26,4815.882,3,1605.294
1,2,155650,19-Mar,16,35,189424.692,118,1605.294
2,1,154860,19-Mar,1,79,241019.52,192,1255.31
3,6,155740,19-Mar,3,52,65482.12,44,1488.23
1,2,154990,19-Mar,24,17,17658.234,11,1605.294
3,6,155500,19-Mar,2,93,63993.89,43,1488.23
1,2,153640,19-Mar,3,36,64211.76,40,1605.294
3,1,152930,19-May,1,40,7999.116,6,1333.186
1,2,150990,19-Mar,18,42,183003.516,114,1605.294
1,1,154000,19-Mar,4,35,27616.82,22,1255.31
4,1,153110,19-Mar,22,96,57744.26,46,1255.31
3,1,153640,19-Apr,3,36,42661.952,32,1333.186
3,6,154870,19-Mar,14,28,125011.32,84,1488.23
2,1,154730,19-Mar,14,14,510911.17,407,1255.31
2,3,152170,19-Apr,4,6,9343.542,6,1557.257
3,1,154880,19-May,8,33,17331.418,13,1333.186
3,1,154450,19-May,3,52,55993.812,42,1333.186
3,4,150470,19-Apr,6,1,7294.452,4,1823.613
2,1,155720,19-Mar,3,97,214658.01,171,1255.31
1,1,154990,19-Mar,24,17,32638.06,26,1255.31
3,6,154250,19-Apr,14,28,6229.028,4,1557.257
1,1,155670,19-Mar,7,33,8787.17,7,1255.31
1,6,152930,19-Mar,1,40,11905.84,8,1488.23
2,2,154690,19-Mar,24,2,255241.746,159,1605.294
1,6,153420,19-Mar,11,50,35717.52,24,1488.23
1,1,154620,19-Mar,21,22,151892.51,121,1255.31
1,2,154620,19-Mar,21,22,80264.7,50,1605.294
1,6,154280,19-Mar,17,67,63993.89,43,1488.23
2,2,154820,19-Mar,15,98,35316.468,22,1605.294
2,1,154420,19-Mar,1,83,179509.33,143,1255.31
2,2,154910,19-Mar,3,15,40132.35,25,1605.294
2,1,155560,19-Mar,15,19,267381.03,213,1255.31
2,2,153780,19-Mar,5,25,73751.524,46,1603.294
2,4,154790,19-Mar,1,43,29744.288,17,1749.664
1,2,153650,19-Mar,2,94,85080.582,53,1605.294
1,1,152370,19-Mar,17,18,182019.95,145,1255.31
1,2,154190,19-Mar,16,1,94712.346,59,1605.294
3,6,154790,19-May,1,43,12458.056,8,1557.257
1,2,153820,19-Mar,4,48,11237.058,7,1605.294
1,2,153180,19-Mar,17,67,263268.216,164,1605.294
2,2,155720,19-Mar,3,97,282531.744,176,1605.294
2,2,150750,19-Mar,12,1,20868.822,13,1605.294
1,2,154340,19-Mar,17,55,64211.76,40,1605.294
1,1,154940,19-Mar,21,49,161934.99,129,1255.31
1,1,152650,19-Mar,13,18,104190.73,83,1255.31
2,1,152170,19-Mar,4,6,43935.85,35,1255.31
3,6,154670,19-Mar,6,8,11905.84,8,1488.23
1,2,155210,19-Mar,8,22,27289.998,17,1605.294
2,1,155830,19-Mar,3,97,128041.62,102,1255.31
2,1,154920,19-May,15,28,169314.622,127,1333.186
2,2,154760,19-May,4,24,121971.32,73,1670.84
1,2,155730,19-Mar,13,51,14447.646,9,1605.294
2,1,154160,19-Mar,3,22,74063.29,59,1255.31
1,6,155730,19-Mar,13,51,8929.38,6,1488.23
2,2,152170,19-May,4,6,46783.52,28,1670.84
2,3,153570,19-May,10,3,20244.341,13,1557.257
2,3,153820,19-May,4,48,4671.771,3,1557.257
4,3,150460,19-May,23,37,15572.57,10,1557.257
2,2,153780,19-Sep,5,25,140006.076,84,1666.739
2,2,152360,19-May,10,35,5012.52,3,1670.84
3,6,151350,19-Mar,1,43,20835.22,14,1488.23
2,2,152860,19-Sep,14,25,166873.9,100,1668.739
1,1,152650,19-Sep,13,18,103815.894,78,1330.973
1,1,155830,19-Mar,3,97,22595.58,18,1255.31
3,6,155830,19-Mar,3,97,61017.43,41,1488.23
1,1,152400,19-Mar,13,29,30127.44,24,1255.31
2,1,153100,19-Sep,14,9,332743.25,250,1330.973
1,2,154740,19-Mar,11,54,14447.646,9,1605.294
2,3,154850,19-May,15,4,6229.028,4,1557.257
1,1,155730,19-Jun,13,51,31996.464,24,1333.186
1,2,153220,19-Aug,23,62,60074.604,36,1668.739
1,6,153000,19-Aug,23,95,147729.18,95,1555.044
1,2,153000,19-Aug,23,95,163536.422,98,1668.739
2,2,152170,19-Sep,4,6,35043.519,21,1668.739
2,1,154110,19-Sep,4,2,236913.194,178,1330.973
3,2,151860,19-Sep,6,17,118480.469,71,1668.739
1,1,154560,19-Aug,13,43,146407.03,110,1330.973
1,2,154210,19-Aug,13,39,63412.082,38,1668.739
2,2,154420,19-Sep,1,83,245304.633,147,1668.739
1,1,153670,19-Aug,21,5,91837.137,69,1330.973
2,6,155500,19-Sep,2,93,52871.496,34,1555.044
2,1,155830,19-Sep,3,97,178350.382,134,1330.973
1,6,152160,19-Aug,17,61,102632.904,66,1555.044
2,1,155660,19-Aug,7,33,235582.221,177,1330.973
3,1,155920,19-Aug,6,1,30612.379,23,1330.973
1,1,154580,19-Jun,22,25,19997.79,15,1333.186
1,6,154580,19-Jun,22,25,18687.084,12,1557.257
3,6,155890,19-Jun,6,15,25960.912,16,1622.557
2,1,154520,19-Aug,4,11,423249.414,318,1330.973
1,6,151930,19-Aug,17,46,107298.036,69,1555.044
1,6,153670,19-Aug,21,5,29545.836,19,1555.044
2,1,154990,19-Aug,24,17,375334.386,282,1330.973
1,1,151930,19-Aug,17,46,270187.519,203,1330.973
1,2,155880,19-Aug,17,67,176541.839,101,1747.939
1,6,155610,19-Aug,20,62,46651.32,30,1555.044
1,6,154280,19-Aug,17,67,73087.068,47,1555.044
2,6,155930,19-Aug,15,1,146174.136,94,1555.044
1,2,151600,19-Aug,17,45,90111.906,54,1668.739
2,6,154450,19-Aug,3,52,147729.18,95,1555.044
2,1,154850,19-Aug,15,4,89175.191,67,1330.973
2,1,154860,19-Aug,1,79,278173.357,209,1330.973
1,6,153180,19-Aug,17,67,96412.728,62,1555.044
1,2,153950,19-Aug,17,67,168542.639,101,1668.739
3,2,152360,19-Jun,10,35,6683.36,4,1670.84
1,1,153970,19-Jun,11,29,43995.138,33,1333.186
2,6,154920,19-May,15,28,6229.028,4,1557.257
3,2,154110,19-Jun,4,2,10025.04,6,1670.84
2,6,155270,19-May,3,16,6229.028,4,1557.257
1,2,153930,19-Aug,13,19,45055.953,27,1668.739
2,6,154920,19-Jun,15,28,21801.598,14,1557.257
2,6,154920,19-Aug,15,28,69976.98,45,1555.044
2,6,155640,19-May,15,16,18687.084,12,1557.257
2,2,154010,19-Aug,14,21,103461.818,62,1668.739
1,2,151770,19-Aug,14,28,60074.604,36,1668.739
2,6,153020,19-Jun,15,8,4671.771,3,1557.257
1,6,150750,19-Jun,12,1,6229.028,4,1557.257
1,1,150500,19-Aug,18,49,129104.381,97,1330.973
2,2,155930,19-Mar,15,1,142871.166,89,1605.294
2,4,155930,19-Mar,15,1,10497.984,6,1749.664
2,5,155640,19-Jun,15,16,8546.46,5,1709.292
2,6,154770,19-Jun,7,19,6229.028,4,1557.257
1,1,154380,19-Mar,7,33,15063.72,12,1255.31
1,6,152400,19-Jun,13,29,3114.514,2,1557.257
1,1,152580,19-Mar,9,50,6276.55,5,1255.31
3,5,155660,19-Mar,7,33,9788.496,6,1631.416
1,2,151470,19-Mar,22,47,19263.528,12,1605.294
2,6,153100,19-Mar,14,9,5952.92,4,1488.23
2,6,152620,19-Mar,1,43,14882.3,10,1488.23
2,2,153490,19-Mar,11,42,8026.47,5,1605.294
2,1,154910,19-Jul,3,15,137211.934,103,1332.154699
2,1,155560,19-Jul,15,19,357063.696,268,1332.327224
2,6,152510,19-Jul,2,91,84034.34,54,1556.191481
2,6,152040,19-Jun,13,6,4671.771,3,1557.257
2,6,155270,19-Jul,3,16,63803.277,41,1556.177488
2,2,155210,19-Jul,8,22,197026.757,118,1669.71828
2,6,155720,19-Jul,3,97,140053.545,90,1556.1505
2,1,155820,19-Jul,14,39,398295.09,299,1332.090602
2,1,155610,19-Jul,20,12,21330.976,16,1333.186
2,2,151770,19-Jul,14,28,200339.023,120,1669.491858
2,6,154380,19-Jul,7,33,65362.747,42,1556.255881
2,1,154400,19-Jul,7,81,255799.098,192,1332.286969
3,1,155760,19-Aug,3,97,54569.893,41,1330.973
2,4,155670,19-Mar,7,33,10497.984,6,1749.664
2,1,155600,19-Jul,3,17,214463.693,161,1332.072627
2,1,155650,19-Jul,16,35,15998.232,12,1333.186
2,6,154110,19-Jul,4,2,40459.913,26,1556.1505
2,1,153560,19-Jul,16,35,375823.459,282,1332.707301
2,1,150810,19-Sep,13,25,15971.676,12,1330.973
2,1,154710,19-Jul,17,67,10665.488,8,1333.186
4,6,153000,19-Jul,23,95,63809.916,41,1556.339415
2,4,155330,19-Jul,1,90,14578.399,8,1822.299875
2,2,153570,19-Jul,10,3,48424.946,29,1669.825724
1,1,152160,19-Dec,17,61,283497.249,213,1330.973
2,6,153570,19-Jul,10,3,10894.16,7,1556.308571
2,2,151140,19-Aug,1,75,213598.592,128,1668.739
2,1,150500,19-Jul,18,49,14665.046,11,1333.186
1,2,155630,19-Jul,14,28,46783.52,28,1670.84
3,2,150470,19-Jul,6,1,303899.588,182,1669.777956
3,2,153920,19-Jul,6,38,16699.996,10,1669.9996
2,1,153780,19-Aug,5,25,322940.439,243,1328.973
1,2,154280,19-Jul,17,67,207053.898,124,1669.7895
1,2,152220,19-Jul,19,44,113545.686,68,1669.7895
1,6,155520,19-Jul,17,38,96487.97,62,1556.257581
1,6,155630,19-Jul,14,28,17129.827,11,1557.257
1,2,153950,19-Jul,17,67,150283.156,90,1669.812844
1,1,153940,19-Jul,22,22,114536.707,86,1331.822174
1,1,154240,19-Jul,16,25,125197.769,94,1331.89116
1,2,153600,19-Jul,21,37,50081.079,30,1669.3693
1,6,155590,19-Jul,17,67,71582.923,46,1556.1505
1,6,151600,19-Jul,17,45,12446.991,8,1555.873875
2,2,154400,19-Aug,7,81,70087.038,42,1668.739
1,2,154580,19-Jul,22,25,40053.938,24,1668.914083
1,1,155090,19-Jul,13,12,57253.969,43,1331.487651
1,1,153880,19-Jul,21,1,15978.315,12,1331.52625
2,2,150750,19-Aug,12,1,40049.736,24,1668.739
2,6,151140,19-Aug,1,75,65311.848,42,1555.044
2,6,155570,19-Aug,15,38,63756.804,41,1555.044
2,2,155740,19-Sep,3,52,133499.12,80,1668.739
1,4,155650,19-Jul,16,35,10941.678,6,1823.613
2,4,154260,19-Aug,1,47,20036.632,11,1821.512
3,1,154860,19-Aug,1,79,34605.298,26,1330.973
2,5,155930,19-Aug,15,1,20484.96,12,1707.08
2,6,155300,19-Aug,7,23,35766.012,23,1555.044
3,1,155830,19-Aug,3,97,6654.865,5,1330.973
2,1,155620,19-Sep,14,8,204969.842,154,1330.973
2,6,155620,19-Sep,14,8,69976.98,45,1555.044
3,1,155500,19-Aug,2,93,21295.568,16,1330.973
2,2,153800,19-Aug,11,13,126824.164,76,1668.739
2,5,155640,19-Jul,15,16,8535.4,5,1707.08
2,6,155830,19-Aug,3,53,13995.396,9,1555.044
1,2,153110,19-Jul,22,96,30037.302,18,1668.739
2,1,155010,19-Aug,12,23,7985.838,6,1330.973
1,6,155420,19-Jul,12,77,12440.352,8,1555.044
1,2,153860,19-Jul,11,21,3337.478,2,1668.739
1,6,153940,19-Jul,22,22,29545.836,19,1555.044
2,2,153410,19-Sep,14,27,377135.014,226,1668.739
2,6,154110,19-Sep,4,2,37321.056,24,1555.044
2,1,153130,19-Sep,10,31,472495.415,355,1330.973
1,2,154500,19-Sep,1,43,155192.727,93,1668.739
3,2,150300,19-Sep,1,43,33374.78,20,1668.739
1,6,153020,19-Aug,15,8,4665.132,3,1555.044
2,6,154430,19-Sep,8,33,31100.88,20,1555.044
2,2,150300,19-Sep,1,43,323735.366,194,1668.739
3,2,152930,19-Sep,1,40,15018.651,9,1668.739
2,1,153670,19-Sep,21,5,5323.892,4,1330.973
2,1,153190,19-Sep,16,13,7985.838,6,1330.973
1,2,154760,19-Sep,4,24,16687.39,10,1668.739
2,2,155640,19-Nov,15,16,183561.29,110,1668.739
2,1,151470,19-Sep,22,47,13309.73,10,1330.973
2,1,155760,19-Nov,3,97,409939.684,308,1330.973
2,4,155670,19-Sep,7,33,7286.048,4,1821.512
2,2,153560,19-Sep,16,35,11681.173,7,1668.739
1,1,150750,19-Sep,12,1,17302.649,13,1330.973
1,2,150750,19-Sep,12,1,6674.956,4,1668.739
4,6,151330,19-Sep,18,34,7775.22,5,1555.044
4,2,151600,19-Sep,17,45,5006.217,3,1668.739
1,2,154560,19-Oct,13,43,81768.211,49,1668.739
2,6,154760,19-Oct,4,24,35766.012,23,1555.044
3,2,154000,19-Jul,4,35,6674.956,4,1668.739
2,6,155850,19-Sep,2,91,10885.308,7,1555.044
3,1,155370,19-Jul,9,62,17302.649,13,1330.973
3,2,155110,19-Jul,5,19,10012.434,6,1668.739
1,1,153950,19-Oct,17,67,171695.517,129,1330.973
1,5,153950,19-Oct,17,67,3414.16,2,1707.08
1,6,155590,19-Oct,17,67,66866.892,43,1555.044
1,4,153560,19-Oct,16,35,7286.048,4,1821.512
1,2,153060,19-Oct,21,68,28368.563,17,1668.739
1,1,154980,19-Oct,16,13,211624.707,159,1330.973
1,2,155090,19-Oct,13,12,26699.824,16,1668.739
1,2,155200,19-Oct,11,27,25031.085,15,1668.739
1,6,153880,19-Oct,21,1,13995.396,9,1555.044
1,2,153290,19-Oct,16,51,31706.041,19,1668.739
1,6,155730,19-Oct,13,51,7775.22,5,1555.044
1,6,155650,19-Oct,16,35,90192.552,58,1555.044
1,6,155420,19-Oct,12,77,24880.704,16,1555.044
1,2,153970,19-Oct,11,29,25031.085,15,1668.739
2,1,155300,19-Nov,7,23,200976.923,151,1330.973
3,1,153550,19-Nov,8,1,83851.299,63,1330.973
3,6,151770,19-Nov,14,28,6220.176,4,1555.044
1,1,155550,19-Oct,19,81,53238.92,40,1330.973
1,6,155550,19-Oct,19,81,27990.792,18,1555.044
2,5,151770,19-Oct,14,28,8535.4,5,1707.08
2,1,155270,19-Nov,3,16,143745.084,108,1330.973
2,1,155370,19-Nov,9,62,142414.111,107,1330.973
2,1,153490,19-Nov,11,42,169033.571,127,1330.973
2,6,153490,19-Nov,11,42,12440.352,8,1555.044
1,6,153190,19-Oct,16,13,6220.176,4,1555.044
2,1,154520,19-Nov,4,11,342060.061,257,1330.973
3,6,155510,19-Nov,3,21,32655.924,21,1555.044
1,6,153000,19-Oct,23,95,15550.44,10,1555.044
2,1,154900,19-Nov,7,32,295476.006,222,1330.973
2,6,153650,19-Nov,2,94,55981.584,36,1555.044
4,2,153430,19-Nov,23,56,21693.607,13,1668.739
2,6,154010,19-Nov,14,21,32655.924,21,1555.044
2,1,153640,19-Nov,3,36,396629.954,298,1330.973
2,2,155510,19-Nov,3,21,312054.193,187,1668.739
2,2,155780,19-Nov,7,57,86774.428,52,1668.739
2,6,155780,19-Nov,7,57,37321.056,24,1555.044
2,2,153470,19-Nov,10,24,11681.173,7,1668.739
2,1,155570,19-Nov,15,38,186336.22,140,1330.973
2,2,155620,19-Nov,14,8,125155.425,75,1668.739
2,2,154360,19-Nov,5,34,45055.953,27,1668.739
2,2,153560,19-Nov,16,35,8343.695,5,1668.739
2,4,155620,19-Nov,14,8,14572.096,8,1821.512
3,6,153130,19-Nov,10,31,9330.264,6,1555.044
2,1,155240,19-Nov,7,7,5323.892,4,1330.973
2,1,154500,19-Dec,1,43,424580.387,319,1330.973
2,6,151770,19-Dec,14,28,65311.848,42,1555.044
2,6,153410,19-Nov,14,27,79307.244,51,1555.044
2,6,152740,19-Nov,14,59,3110.088,2,1555.044
2,1,155430,19-Dec,4,30,262201.681,197,1330.973
2,1,155130,19-Dec,1,65,204969.842,154,1330.973
2,4,153990,19-Dec,2,13,56466.872,31,1821.512
2,1,155090,19-Nov,13,12,11978.757,9,1330.973
2,4,153640,19-Nov,3,36,5464.536,3,1821.512
2,1,155630,19-Dec,14,28,654838.716,492,1330.973
2,6,155630,19-Dec,14,28,107298.036,69,1555.044
1,2,155160,19-Nov,22,14,68418.299,41,1668.739
1,1,154190,19-Nov,16,1,163709.679,123,1330.973
1,1,153930,19-Nov,13,19,121118.543,91,1330.973
1,2,154040,19-Nov,17,5,11681.173,7,1668.739
1,1,153860,19-Nov,11,21,33274.325,25,1330.973
1,6,152650,19-Nov,13,18,29545.836,19,1555.044
3,6,153920,19-Dec,6,38,9330.264,6,1555.044
3,6,154670,19-Dec,6,8,9330.264,6,1555.044
1,1,152160,19-Nov,17,61,234251.248,176,1330.973
1,4,155880,19-Nov,17,67,13327.384,7,1903.912
1,1,153180,19-Nov,17,67,122449.516,92,1330.973
1,6,155610,19-Nov,20,62,49761.408,32,1555.044
1,1,151620,19-Nov,12,20,134428.273,101,1330.973
2,1,154820,19-Dec,15,98,208962.761,157,1330.973
2,2,154820,19-Dec,15,98,68418.299,41,1668.739
1,2,155360,19-Nov,16,38,90111.906,54,1668.739
1,2,154100,19-Nov,11,28,13349.912,8,1668.739
2,1,153470,19-Dec,10,24,85182.272,64,1330.973
1,1,153480,19-Nov,18,22,42591.136,32,1330.973
3,6,154250,19-Nov,14,28,13995.396,9,1555.044
2,2,151140,19-Dec,1,75,290360.586,174,1668.739
1,6,152400,19-Nov,13,29,10885.308,7,1555.044
1,1,153670,19-Nov,21,5,87844.218,66,1330.973
2,6,155720,19-Dec,3,97,146174.136,94,1555.044
2,1,155500,19-Dec,2,93,207631.788,156,1330.973
1,1,154980,19-Dec,16,13,262201.681,197,1330.973
2,6,152740,19-Dec,14,59,3110.088,2,1555.044
1,2,153170,19-Dec,22,3,60074.604,36,1668.739
2,1,153560,19-Dec,16,35,103815.894,78,1330.973
2,2,155270,19-Dec,3,16,160198.944,96,1668.739
2,4,155850,19-Oct,2,91,5464.536,3,1821.512
2,1,152580,19-Dec,9,50,79858.38,60,1330.973
1,4,153180,19-Nov,17,67,3643.024,2,1821.512
2,5,155020,19-Dec,1,58,5121.24,3,1707.08
1,6,153860,19-Nov,11,21,4665.132,3,1555.044
1,5,153950,19-Nov,17,67,5121.24,3,1707.08
2,6,153820,19-Dec,4,48,4665.132,3,1555.044
1,2,152400,19-Dec,13,29,15018.651,9,1668.739
2,1,153990,18-Feb,2,13,28077.686,26,1079.911
1,1,153900,18-Jan,17,67,333692.499,309,1079.911
3,3,154190,18-Feb,16,1,5304.424,4,1326.106
3,3,154260,18-Feb,1,47,68957.512,52,1326.106
3,3,153660,18-Feb,6,15,7956.636,6,1326.106
2,1,155380,18-Feb,2,12,100431.723,93,1079.911
2,1,152290,18-Feb,4,26,88552.702,82,1079.911
2,1,155640,18-Feb,15,16,17278.576,16,1079.911
2,1,155510,18-Feb,3,21,308854.546,286,1079.911
1,3,155690,18-Mar,21,2,7956.636,6,1326.106
1,1,153600,18-Mar,21,37,89632.613,83,1079.911
2,1,155600,18-Mar,3,17,209502.734,194,1079.911
2,2,152440,18-Mar,14,6,29026.88,20,1451.344
3,3,153640,18-Feb,3,36,19891.59,15,1326.106
1,3,153300,18-Jan,17,67,68957.512,52,1326.106
1,2,151330,18-Jan,18,34,166904.56,115,1451.344
3,3,153690,18-Jan,5,13,34478.756,26,1326.106
2,2,155430,18-Jan,4,30,103045.424,71,1451.344
3,3,155240,18-Jan,7,7,11934.954,9,1326.106
1,1,154560,18-Jan,13,43,201943.357,187,1079.911
2,1,155500,18-Jan,2,93,342331.787,317,1079.911
2,1,154910,18-Jan,3,15,61554.927,57,1079.911
2,2,155720,18-Jan,3,97,296074.176,204,1451.344
3,3,154880,18-Jan,8,33,76914.148,58,1326.106
3,3,154760,18-Jan,4,24,26522.12,20,1326.106
3,3,154690,18-Jan,24,2,91501.314,69,1326.106
1,2,153560,18-Jan,16,35,156745.152,108,1451.344
1,3,155200,18-Jan,11,27,35804.862,27,1326.106
4,1,155160,18-Jan,22,14,123109.854,114,1079.911
2,2,153130,18-Jan,10,31,142231.712,98,1451.344
1,2,154470,18-Jan,18,34,65310.48,45,1451.344
3,3,154420,18-Jan,1,83,62326.982,47,1326.106
2,2,153790,18-Jan,11,53,7256.72,5,1451.344
3,3,152590,18-Jan,5,37,50392.028,38,1326.106
3,3,153650,18-Jan,2,94,78240.254,59,1326.106
2,1,151560,18-Jan,4,42,14038.843,13,1079.911
3,3,155620,18-Jan,14,8,18565.484,14,1326.106
3,1,155710,18-Feb,6,5,105831.278,98,1079.911
1,1,154040,18-Jan,17,5,44276.351,41,1079.911
2,1,154420,18-Jan,1,83,170625.938,158,1079.911
4,3,155320,18-Jan,22,1,38457.074,29,1326.106
1,1,153880,18-Jan,21,1,20518.309,19,1079.911
2,1,155270,18-Jan,3,16,100431.723,93,1079.911
3,3,154400,18-Jan,7,81,26522.12,20,1326.106
4,2,155320,18-Jan,22,1,44991.664,31,1451.344
1,3,155290,18-Jan,20,31,13261.06,10,1326.106
1,3,155690,18-Jan,21,2,9282.742,7,1326.106
4,3,150460,18-Jan,23,37,30500.438,23,1326.106
4,3,153000,18-Jan,23,95,29174.332,22,1326.106
1,1,153490,18-Jan,11,42,63714.749,59,1079.911
3,1,154400,18-Jan,7,81,6479.466,6,1079.911
2,1,154740,18-Jan,11,54,118790.21,110,1079.911
2,2,152580,18-Jan,9,50,36283.6,25,1451.344
1,2,153840,18-Jan,18,37,65310.48,45,1451.344
2,1,154910,18-Feb,3,15,42116.529,39,1079.911
2,2,154360,18-Jan,5,34,15964.784,11,1451.344
1,2,152290,18-Jan,4,26,14513.44,10,1451.344
1,2,154640,18-Jan,19,44,20318.816,14,1451.344
1,2,155690,18-Jan,21,2,8708.064,6,1451.344
2,2,155180,18-Jan,8,26,11610.752,8,1451.344
4,1,153110,18-Feb,22,96,82073.236,76,1079.911
3,1,155770,18-Mar,6,40,105831.278,98,1079.911
3,3,155380,18-Jan,2,12,46413.71,35,1326.106
2,2,154000,18-Mar,4,35,191142.005,131.7,1451.344002
1,3,155610,18-Mar,20,62,47739.816,36,1326.106
1,1,153560,18-Mar,16,35,958960.968,888,1079.911
4,3,150460,18-Feb,23,37,30500.438,23,1326.106
2,2,155380,18-Mar,2,12,333809.12,230,1451.344
3,3,155130,18-Feb,1,65,51718.134,39,1326.106
1,3,153260,18-Feb,14,27,42435.392,32,1326.106
1,2,155630,18-Feb,14,28,236569.072,163,1451.344
1,3,155620,18-Jan,14,8,14587.166,11,1326.106
3,3,154860,18-Mar,1,79,86196.89,65,1326.106
1,3,153970,18-Jan,11,29,2652.212,2,1326.106
